602.904	8017.785
605.6234	8035.686
606.4926	8034.714
607.0344	8015.031
607.7258	8002.962
608.067	7981.74
606.0702	7968.618
605.8022	7948.773
605.2594	7940.106
604.892	7920.18
605.2772	7908.273
605.5042	7885.998
606.1778	7862.427
604.6494	7857.081
606.392	7829.46
606.3942	7807.833
603.6762	7785.153
602.863	7776.81
601.5538	7760.772
601.1	7740.36
601.5532	7727.643
602.2058	7703.262
601.423	7695
601.3888	7673.292
602.9708	7645.347
603.7456	7631.739
603.4724	7610.436
602.9384	7590.186
602.8984	7579.656
602.6816	7558.434
601.6484	7540.371
602.1404	7527.411
602.3634	7504.326
601.1598	7487.397
600.8546	7477.029
600.4656	7456.374
599.579	7437.825
600.223	7424.055
598.8268	7407.612
599.364	7383.15
599.7208	7370.757
599.396	7349.94
597.9424	7332.606
598.3844	7320.051
599.255	7294.455
599.188	7272.18
601.489	7241.4
601.1794	7230.951
599.9246	7213.779
600.2396	7190.289
599.2912	7182.513
596.9588	7169.067
598.2192	7152.948
598.4726	7129.944
597.0196	7112.529
599.0486	7082.154
598.081	7074.945
595.9418	7060.122
597.756	7031.205
596.605	7023.915
596.2764	7002.936
596.6742	6978.798
596.1338	6968.997
596.4976	6945.264
595.2538	6927.282
595.894	6913.35
595.0532	6894.153
594.2976	6875.604
593.6522	6866.613
593.4804	6844.176
592.5574	6824.736
592.7206	6812.829
595.313	6780.105
595.0004	6758.316
595.4592	6745.518
594.1758	6727.212
595.7832	6698.538
596.3284	6673.671
595.274	6665.895
594.1418	6647.022
594.1446	6623.694
594.0324	6612.921
593.613	6591.375
594.663	6575.985
594.8486	6552.009
593.4214	6533.946
593.8042	6521.553
590.3906	6499.764
590.9872	6474.168
589.4174	6468.741
588.0556	6450.354
590.064	6419.25
590.7704	6405.561
590.0208	6384.582
589.2594	6376.401
590.2608	6348.537
589.6926	6327.234
588.798	6319.215
587.8842	6299.208
587.539	6277.5
588.927	6260.49
587.4278	6242.832
587.9076	6217.479
588.3948	6203.547
587.2348	6184.917
585.0036	6169.689
585.3986	6156.324
585.0948	6133.887
585.2252	6109.668
586.4894	6093.711
585.6732	6072.408
584.365	6053.94
582.2016	6050.619
583.3824	6022.026
584.8652	5993.028
584.0742	5983.713
583.5616	5961.924
582.4912	5942.403
581.6142	5933.493
582.67	5906.115
582.864	5881.005
582.9062	5869.098
581.8586	5849.334
581.3984	5826.816
580.684	5817.825
580.701	5793.93
580.4532	5770.278
580.2842	5759.343
580.2012	5735.448
580.9216	5708.799
580.8256	5697.054
580.9992	5672.673
580.4872	5650.803
580.295	5639.22
580.5772	5614.353
579.0354	5595.966
578.271	5574.015
577.662	5564.295
577.4634	5540.481
578.7654	5511.726
578.2898	5501.682
577.0594	5481.756
576.1074	5461.101
575.7972	5449.923
576.3726	5423.679
575.4366	5403.024
574.7654	5393.061
575.9778	5364.387
575.9854	5339.601
575.3438	5329.962
574.4096	5309.064
573.0614	5289.381
572.911	5277.96
573.9716	5249.124
573.713	5238.27
574.5342	5210.568
576.1636	5179.464
576.2446	5167.314
573.903	5139.45
572.8448	5118.147
573.53	5103.81
574.2074	5076.351
572.8394	5056.506
572.2212	5046.543
571.2224	5025.726
571.7984	4999.401
571.7122	4987.008
571.6778	4962.222
571.6132	4938.003
571.6758	4912.812
571.3112	4901.958
570.3526	4880.574
569.622	4870.935
569.4908	4846.392
569.6958	4820.472
569.583	4809.78
568.9502	4786.938
569.2726	4760.694
568.4476	4751.784
570.2134	4719.951
569.2392	4698.648
568.792	4687.47
568.2096	4665.114
566.145	4647.78
567.043	4631.58
567.166	4606.065
565.5228	4587.192
565.6026	4574.394
567.8752	4540.698
566.261	4521.42
566.081	4509.675
565.5744	4486.266
563.4116	4468.689
563.0742	4457.673
563.4324	4430.781
564.0572	4403.403
564.3302	4377.483
562.9232	4369.788
563.3696	4343.139
564.2778	4314.222
563.3126	4305.069
562.2984	4283.361
562.7168	4268.862
561.489	4248.45
562.3094	4219.371
561.6048	4196.367
559.9986	4190.049
560.7888	4161.537
559.6144	4153.761
558.9654	4130.271
559.7556	4101.759
558.4276	4094.064
558.3422	4068.873
558.0572	4044.573
556.8526	4035.744
555.6434	4014.846
554.8838	3992.247
554.7346	3979.854
557.0836	3945.834
555.4418	3925.827
556.2516	3910.194
556.6306	3882.654
555.9496	3859.164
555.6626	3847.824
556.0992	3820.203
555.6384	3796.146
556.0392	3769.173
555.9584	3756.051
554.4214	3736.206
553.0288	3702.672
552.8598	3690.117
552.2406	3666.789
550.9156	3646.134
550.6708	3633.822
550.1922	3610.008
549.9454	3584.736
550.1468	3571.047
550.2748	3544.722
551.3254	3514.266
550.981	3502.845
552.0898	3472.227
551.3678	3448.737
551.9036	3433.914
551.8168	3408.237
551.1844	3384.666
552.214	3367.575
552.274	3341.25
551.6694	3317.436
551.4166	3304.719
550.678	3282.12
549.0164	3261.951
548.7016	3250.044
