2741.849	8002.962
2736.531	7981.74
2731.035	7968.618
2725.475	7948.773
2722.621	7940.106
2716.94	7920.18
2714.15	7908.273
2708.437	7885.998
2702.825	7862.427
2699.871	7857.081
2694.248	7829.46
2688.483	7807.833
2679.717	7785.153
2676.679	7776.81
2671.093	7760.772
2665.196	7740.36
2662.258	7727.643
2656.409	7703.262
2653.423	7695
2647.6	7673.292
2641.73	7645.347
2638.876	7631.739
2632.922	7610.436
2626.988	7590.186
2624.14	7579.656
2618.264	7558.434
2612.414	7540.371
2609.45	7527.411
2603.517	7504.326
2597.799	7487.397
2594.729	7477.029
2588.832	7456.374
2582.999	7437.825
2579.971	7424.055
2574.19	7407.612
2568.204	7383.15
2565.256	7370.757
2559.38	7349.94
2553.304	7332.606
2550.398	7320.051
2544.443	7294.455
2538.436	7272.18
2532.529	7241.4
2529.433	7230.951
2523.599	7213.779
2517.65	7190.289
2514.628	7182.513
2508.71	7169.067
2505.672	7152.948
2499.791	7129.944
2493.694	7112.529
2487.623	7082.154
2484.733	7074.945
2478.641	7060.122
2472.744	7031.205
2469.649	7023.915
2463.726	7002.936
2457.687	6978.798
2454.533	6968.997
2448.568	6945.264
2442.529	6927.282
2439.454	6913.35
2433.494	6894.153
2427.792	6875.604
2424.749	6866.613
2418.594	6844.176
2412.487	6824.736
2409.475	6812.829
2403.341	6780.105
2397.218	6758.316
2394.264	6745.518
2388.099	6727.212
2382.06	6698.538
2375.974	6673.671
2372.846	6665.895
2366.681	6647.022
2360.463	6623.694
2357.478	6612.921
2351.313	6591.375
2348.259	6575.985
2342.051	6552.009
2335.807	6533.946
2332.885	6521.553
2323.661	6499.764
2317.432	6474.168
2314.415	6468.741
2308.15	6450.354
2301.864	6419.25
2298.92	6405.561
2292.576	6384.582
2289.633	6376.401
2283.204	6348.537
2276.955	6327.234
2273.922	6319.215
2267.673	6299.208
2261.539	6277.5
2258.391	6260.49
2252.183	6242.832
2245.902	6217.479
2242.674	6203.547
2236.546	6184.917
2230.254	6169.689
2227.085	6156.324
2220.798	6133.887
2214.47	6109.668
2211.479	6093.711
2204.982	6072.408
2198.749	6053.94
2195.7	6050.619
2189.256	6022.026
2183.006	5993.028
2179.731	5983.713
2173.408	5961.924
2167.132	5942.403
2163.879	5933.493
2157.634	5906.115
2151.132	5881.005
2147.999	5869.098
2141.681	5849.334
2135.216	5826.816
2132.104	5817.825
2125.749	5793.93
2119.194	5770.278
2116.109	5759.343
2109.654	5735.448
2103.268	5708.799
2100.04	5697.054
2093.712	5672.673
2087.368	5650.803
2084.087	5639.22
2077.738	5614.353
2071.293	5595.966
2064.675	5574.015
2061.474	5564.295
2054.925	5540.481
2048.559	5511.726
2045.405	5501.682
2038.861	5481.756
2032.401	5461.101
2029.11	5449.923
2022.687	5423.679
2016.243	5403.024
2012.915	5393.061
2006.481	5364.387
1999.879	5339.601
1996.667	5329.962
1990.16	5309.064
1983.563	5289.381
1980.367	5277.96
1973.738	5249.124
1970.585	5238.27
1964.019	5210.568
1957.354	5179.464
1954.195	5167.314
1944.423	5139.45
1937.684	5118.147
1934.546	5103.81
1927.901	5076.351
1921.241	5056.506
1917.966	5046.543
