Distance_nm     Force_uN
0     0.1568
-0.605     0.7211
-0.853     -0.4703
0.261     -1.693
3.061     -1.4735
5.42     0.0314
7.332     1.8184
9.222     2.1319
11.434     0.6584
14.341     -0.2822
17.067     0
19.247     1.5989
21.076     3.6995
22.682     3.6054
24.949     3.1038
27.536     3.4487
29.743     4.2011
31.78     3.9503
34.266     3.0725
36.856     3.0725
39.169     4.4206
41.151     6.2703
42.727     7.3363
44.726     7.1482
47.123     5.9882
49.699     6.333
52.01     7.9947
53.796     9.8444
55.419     11.6942
59.481     13.0109
61.332     13.9201
63.457     15.425
65.171     16.8045
67.063     17.6823
69.236     19.3126
70.933     21.2251
72.692     22.6986
74.542     22.6672
76.725     23.5764
78.813     25.3321
80.588     27.1192
82.353     29.8781
83.877     32.2922
85.346     32.2922
87.679     32.4803
90.028     33.9538
91.794     36.3679
93.388     39.5031
94.706     40.8512
96.495     41.5409
98.694     42.1993
100.841     43.5788
102.645     45.7421
104.324     48.0934
105.887     49.0653
107.86     50.2567
109.941     52.0751
111.679     53.7054
113.492     55.7119
115.245     57.2795
116.974     57.8751
119.127     59.4427
121.039     61.7628
122.597     63.4557
124.457     64.8666
126.401     65.9325
128.394     67.7196
130.253     70.1963
131.753     72.1715
133.38     72.7358
135.617     72.7045
137.967     73.551
140.076     75.1813
142.009     77.6267
143.467     80.4797
144.886     82.6116
146.549     84.3673
148.272     85.4959
150.38     86.3111
152.495     88.3176
154.18     90.3868
155.922     91.7036
157.805     92.8009
159.788     94.4625
161.684     95.3717
163.746     97.3782
165.446     99.0085
167.332     100.6388
169.098     103.7113
170.474     105.4356
172.228     106.627
174.179     108.1945
176.123     109.5113
178.036     111.6119
179.611     114.2141
181.183     114.8097
183.383     115.4995
185.509     117.7254
187.141     120.2963
188.608     123.4628
189.968     125.6261
191.636     126.3471
193.705     128.7926
195.299     130.5483
197.084     132.5548
198.801     134.7494
200.537     135.6272
202.532     136.85
204.404     138.7311
206.231     140.3613
207.986     142.5873
209.607     144.7506
211.375     146.569
213.045     148.5755
214.887     150.4566
216.698     152.4944
218.284     154.3128
220.116     155.6923
222.008     157.981
223.551     160.2069
225.318     161.3669
227.274     163.4048
229.022     164.847
231.081     166.4146
232.93     162.0253
236.841     117.1611
254.503     87.0949
267.008     87.283
269.482     90.2928
270.999     93.2085
272.355     94.7447
274.361     96.5004
276.194     100.0118
277.39     101.548
279.396     102.9275
281.31     104.8086
283.084     106.2194
285.117     108.6021
286.727     110.2951
288.623     115.3741
289.392     117.2552
291.13     119.7006
292.807     122.6477
294.257     123.7763
