Distance_nm     Force_uN
0     -0.6584
-0.074     -0.4076
-0.128     0.0941
0.438     -0.4076
1.543     -1.4108
2.943     -1.7243
4.067     -1.787
5.655     -1.8497
8.094     -1.0346
10.162     -0.8151
12.536     -1.2854
15.118     -2.4141
17.84     -2.9471
20.26     -1.0033
20.035     -1.5362
20.148     -2.4141
20.398     -2.5395
20.425     -2.0692
20.172     -0.627
19.594     0.3135
19.233     0.5016
19.128     -0.0941
19.262     -0.9405
19.507     -0.8151
19.433     0
19.12     0.3762
19.009     -0.4076
19.227     -2.1633
19.744     -3.0725
20.052     -2.32
19.771     -1.3168
19.379     -0.9405
19.204     -1.0033
19.184     -1.787
19.397     -2.4768
19.657     -2.32
19.635     -1.5989
19.344     -0.2822
18.814     0.3135
18.555     0
18.698     -0.3135
18.772     -1.1914
18.966     -1.5989
19.109     -1.5362
19.072     -1.2227
18.919     -0.3449
18.616     0.3762
18.351     -0.1254
