Distance_nm     Force_uN
0     -7.614
0.272     -5.589
0.187     -5.508
3.045     -8.991
11.406     -9.801
18.882     -5.832
25.317     -1.863
32.097     -3.969
39.626     -9.477
48.352     -12.717
56.845     -13.527
64.321     -10.125
70.826     -8.748
77.778     -9.801
85.32     -10.287
93.07     -13.122
101.158     -12.555
108.032     -4.941
113.567     0.567
119.257     0.162
126.41     -5.751
135.426     -14.256
145.042     -15.876
152.851     -11.421
159.139     -6.966
165.195     -5.427
172.203     -7.695
180.401     -9.639
188.084     -8.91
195.408     -8.343
202.546     -7.29
209.338     -7.857
217.045     -9.639
224.635     -11.664
232.356     -12.312
239.92     -10.125
246.473     -6.48
252.978     -5.346
260.243     -7.29
267.761     -7.857
275.484     -9.882
283.502     -11.178
291.076     -8.1
297.767     -5.103
303.97     -4.779
311.403     -9.558
320.262     -15.066
328.724     -14.094
335.901     -9.477
342.161     -7.209
348.61     -7.533
356.152     -11.421
364.721     -12.069
372.153     -9.558
378.898     -6.804
385.315     -4.455
391.841     -7.047
400.258     -10.773
408.717     -11.421
416.297     -10.449
423.639     -7.857
429.835     -4.293
436.264     -5.346
444.151     -10.935
452.8     -15.471
461.56     -14.58
476.148     -8.748
481.998     -5.751
488.151     -7.533
495.939     -10.611
504.437     -11.664
511.913     -8.991
518.746     -5.184
525.356     -5.184
532.449     -8.667
540.827     -9.477
548.648     -9.315
555.829     -7.938
563.078     -6.642
569.986     -8.343
577.537     -8.829
585.436     -10.125
593.092     -11.178
600.617     -10.206
607.86     -10.206
614.887     -8.91
621.779     -9.396
629.48     -11.016
637.174     -11.421
644.558     -12.717
652.428     -10.854
659.282     -3.645
664.777     -0.567
671.238     -5.913
680.282     -12.312
689.759     -5.751
695.231     -4.374
702.151     -8.181
710.829     -11.907
719.009     -11.826
726.557     -8.829
733.386     -4.941
739.579     -5.994
747.482     -9.72
755.793     -10.611
763.439     -10.611
771.24     -10.53
778.624     -10.368
786.068     -9.639
793.491     -7.209
800.176     -6.642
807.478     -9.801
815.867     -9.882
823.114     -6.966
830.244     -4.536
837.307     -4.617
844.537     -8.829
853.341     -9.882
861.13     -6.156
867.646     -4.05
874.879     -6.075
882.93     -12.879
892.449     -15.633
900.926     -12.231
907.431     -10.773
914.74     -12.15
922.748     -11.988
930.175     -7.29
936.743     -2.916
943.101     -4.131
950.982     -7.695
960.106     -8.019
967.911     -7.047
975.335     -8.262
983.529     -9.396
991.339     -6.966
998.402     -3.807
1005.483     -4.212
1013.113     -6.804
1021.777     -9.801
1030.287     -9.963
1037.819     -7.857
1045.117     -7.128
1052.442     -9.315
1060.733     -12.474
1069.649     -12.96
1077.399     -12.474
1084.954     -10.449
1092.521     -9.315
1099.885     -10.611
1108.018     -8.424
1115.295     -2.835
1121.491     -0.324
1128.894     -4.293
1137.65     -9.153
1146.365     -7.371
1153.949     -2.673
1160.302     -5.346
1168.675     -13.689
1178.906     -18.306
1187.688     -14.175
1194.375     -6.237
1200.036     -4.212
1206.748     -7.209
1215.521     -7.614
1223.546     -7.371
1231.083     -10.125
1239.923     -15.147
1248.962     -14.094
1256.182     -6.723
1261.947     -1.701
1268.147     -2.673
1276.292     -5.103
1284.896     -5.589
1292.498     -5.832
1300.299     -4.455
1307.778     -4.374
1315.375     -7.533
1324.044     -9.963
1332.5     -10.287
1340.19     -9.396
1348.162     -8.829
1355.662     -10.287
1363.625     -10.692
1371.848     -9.882
1379.249     -8.91
1386.59     -8.262
1394.463     -9.558
1402.333     -8.586
1409.987     -4.698
1416.789     -4.617
1424.37     -9.153
1433.641     -11.583
1441.948     -5.427
1447.711     -0.243
1454.164     -2.835
1462.531     -8.1
1471.636     -10.368
1480.114     -9.072
1487.401     -6.642
1494.579     -8.586
1503.118     -13.203
1511.817     -10.854
1519.133     -6.075
1525.728     -17.01
1536.246     -17.658
1544.418     -9.558
1549.772     -5.427
1556.163     -5.346
1564.222     -7.938
1572.705     -9.558
1580.942     -5.103
1587.591     -1.296
1594.119     -4.698
1610.999     -10.287
1620.027     -8.181
1627.424     -5.508
1634.702     -8.829
1643.316     -11.421
1652.045     -8.1
1658.803     -8.991
1666.745     -13.365
1676.119     -13.203
1683.86     -10.125
1690.864     -6.885
1698.038     -5.265
1705.155     -9.558
1714.36     -13.851
1723.565     -11.826
1730.54     -5.832
1737.07     -2.835
1744.129     -6.642
1752.956     -9.639
1762.009     -10.611
1770.006     -9.396
1777.413     -5.427
1784.423     -4.536
1791.902     -7.371
1800.368     -7.614
1808.497     -7.209
1815.991     -8.748
1824.536     -12.312
1833.462     -13.689
1841.617     -11.421
1849.284     -8.505
1856.315     -7.776
1863.787     -9.315
1872.447     -10.53
1880.444     -7.695
1887.579     -5.022
1895.021     -7.128
1903.274     -8.505
1911.66     -7.047
1919.348     -5.427
1926.909     -7.614
1935.859     -10.854
1944.582     -11.988
1952.705     -11.178
1960.847     -9.72
1968.469     -7.776
1975.811     -5.022
1983.248     -3.483
1990.683     -6.075
1999.676     -10.044
2009.139     -14.013
2017.911     -14.337
2025.93     -9.477
2032.866     -6.399
2040.05     -7.29
2048.651     -11.097
2057.642     -9.315
2065.028     -2.997
2071.735     -1.539
2079.307     -4.374
2088.234     -8.262
2097.939     -11.664
2106.837     -11.745
2115.186     -12.474
2123.628     -12.636
2131.686     -10.773
2139.61     -9.153
2147.418     -8.829
2155.329     -10.287
2164.461     -10.449
2172.881     -7.938
2180.219     -7.452
2188.531     -9.153
2197.168     -10.287
2205.933     -10.044
2214.639     -8.181
2222.349     -5.994
2230.054     -6.48
2238.578     -6.966
2246.806     -8.505
2255.894     -8.991
2264.253     -6.966
2271.623     -4.86
2279.794     -5.265
2288.132     -6.723
2296.556     -11.421
2306.396     -14.904
2315.432     -13.932
2323.498     -11.988
2331.679     -8.505
2338.772     -5.184
2346.154     -6.723
2355.045     -9.882
2363.977     -11.097
2372.582     -9.558
2380.412     -5.913
2387.642     -5.427
2395.904     -7.695
2404.612     -10.53
2413.605     -10.368
2422.25     -7.857
2429.786     -5.913
2437.819     -6.804
2446.552     -8.91
2455.249     -9.882
2464.069     -10.611
2473.037     -9.72
2481.206     -8.262
