Distance_nm     Force_uN
0     2.187
-1.199     3.969
-1.848     3.24
-1.146     7.128
-0.738     11.907
-1.682     12.717
-1.956     13.932
-2.095     21.951
-3.301     28.674
-4.817     27.621
-4.432     26.325
-3.737     33.858
-4.805     38.313
-5.349     36.693
-4.833     37.179
-4.798     39.123
-3.891     40.662
-3.244     39.123
-2.664     39.852
-2.86     44.55
-3.047     50.949
-4.069     49.329
-3.438     48.033
-2.91     56.538
-4.607     60.993
-4.851     61.803
-5.083     63.423
-5.636     69.174
-6.481     78.327
-8.27     81.972
-9.504     81.081
-9.111     82.539
-8.435     85.212
-7.825     88.29
-8.786     86.427
-8.138     89.991
-8.341     94.851
-8.43     92.583
-7.364     94.365
-8.04     99.954
-9.157     108.459
-10.527     107.163
-9.694     104.247
-8.688     106.029
-8.543     114.372
-9.853     118.26
-10.882     118.179
-10.152     127.413
-11.714     126.927
-11.044     127.17
-11.218     127.899
-10.856     131.058
-10.12     131.706
-9.913     134.055
-10.809     135.513
-10.802     140.049
-10.66     143.775
-11.392     146.934
-12.589     145.233
-11.527     148.959
-11.101     151.146
-11.106     152.199
-11.496     157.302
-13.049     164.106
-13.794     166.131
-13.712     169.128
-14.833     171.153
-15.346     178.362
-16.284     183.789
-17.299     183.06
-17.034     183.06
-16.829     190.674
-18.006     195.858
-18.72     196.587
-18.938     197.721
-19.242     199.098
-18.225     205.416
-19.291     205.578
-19.309     205.173
-19.048     210.762
-19.67     211.329
-18.511     210.438
-18.055     218.133
-20.842     222.021
-20.987     223.803
-20.188     229.392
-22.142     230.283
-22.436     231.66
-21.729     235.305
-21.474     236.358
-21.663     237.492
-22.068     242.919
-22.998     244.701
-21.974     239.922
-19.961     240.975
-20.362     245.592
-21.124     254.421
-22.662     255.717
-22.81     251.019
-21.049     253.935
-21.287     263.412
-22.991     263.25
-22.541     264.384
-22.967     266.085
-22.875     273.699
-23.874     274.995
-23.89     272.808
-23.143     274.266
-22.978     276.939
-22.046     276.453
-21.371     278.235
-22.058     282.204
-23.001     291.6
-24.575     293.544
-24.642     293.22
-24.57     294.921
-24.747     301.725
-25.419     305.127
-25.9     301.644
-24.668     304.479
-25.386     312.498
-26.54     316.791
-27.25     318.978
-28.139     315.333
-26.494     318.978
-26.038     324.486
-27.099     331.938
-29.875     328.941
-28.554     335.664
-29.381     340.767
-30.154     336.96
-28.739     333.315
-27.184     337.851
-27.205     344.574
-28.511     343.035
-27.904     341.415
-27.193     348.543
-28.349     352.512
-28.444     355.185
-29.361     358.344
-30.42     368.307
-32.704     373.653
-33.194     376.083
-33.973     379.647
-35.267     384.264
-35.698     387.99
-35.461     382.239
-33.147     384.993
-34.167     393.579
-36.226     397.953
