dDisplacement_nm_ori     dForce
-0.257     0.2195
-0.093     1.3168
6.268     15.4877
10.207     21.6013
13.853     27.5581
20.816     37.622
24.199     43.1712
27.655     48.7205
31.244     54.2384
38.171     65.3682
41.58     72.1401
44.923     78.097
51.931     88.2549
55.382     94.4625
58.997     102.4258
69.42     114.6843
72.732     120.359
76.187     125.3439
82.929     139.2013
86.462     144.5938
89.861     149.6101
93.296     155.755
100.366     169.3616
103.647     174.1271
107.113     180.2093
113.926     193.2829
117.258     199.5219
120.642     205.4787
127.569     217.5177
131.014     223.8821
134.526     230.1211
137.791     237.332
144.687     250.2175
147.896     257.1149
151.377     263.3225
158.031     275.9572
161.538     281.1616
164.917     288.8114
171.591     301.2894
174.677     306.87
178.23     312.6387
181.809     320.2258
188.576     332.108
191.898     338.3784
195.199     344.0844
201.987     356.092
205.36     361.5786
208.826     368.9462
215.444     380.7971
218.905     387.7259
222.145     394.4351
225.647     399.42
232.28     410.5185
235.803     417.2905
239.155     424.2192
246.066     437.4182
249.409     444.1588
252.746     450.9621
259.493     468.9266
263.01     475.6359
266.497     482.2824
269.829     489.4306
276.473     500.8426
279.985     507.8967
283.605     515.0449
290.495     529.0277
294.013     535.9878
297.093     542.7911
304.122     556.335
307.429     563.2951
311.039     569.5968
314.443     573.6098
321.169     589.0662
324.419     595.9322
327.869     600.4154
334.806     613.6458
338.287     619.9475
341.573     627.8795
348.541     641.0472
351.894     647.7564
355.329     654.0268
358.923     659.8895
365.593     672.8691
369.105     681.5222
372.437     689.0779
379.482     701.1483
382.675     707.0111
386.193     714.4414
393.068     729.6783
396.657     737.6416
400.051     743.9747
403.445     748.8655
410.294     764.5413
413.966     770.8117
417.442     777.9598
424.281     792.5384
427.557     800.3449
431.028     807.1482
437.965     817.8705
441.461     825.583
444.943     831.6652
448.192     836.2426
455.222     850.0059
458.657     858.3768
462.298     866.1207
469.049     879.7273
472.536     886.8441
475.637     893.7415
483.021     909.6681
486.363     915.3741
489.896     921.8639
493.264     928.824
500.361     940.2673
503.837     947.635
507.339     953.6231
514.162     968.8287
517.818     976.6666
521.382     983.3445
528.36     997.5782
531.646     1004.0679
535.143     1009.3037
538.824     1017.1416
545.849     1032.9115
549.453     1039.8088
552.796     1046.4554
559.877     1061.7236
563.368     1070.0318
570.172     1078.4968
577.854     1091.2569
581.197     1097.8721
584.801     1103.484
588.524     1110.6636
595.662     1128.3459
599.251     1136.0897
602.588     1142.799
609.746     1155.998
613.356     1163.3343
617.089     1170.169
624.057     1186.2837
627.657     1192.1151
631.174     1198.2601
634.861     1205.9412
642.029     1225.6614
645.67     1232.8409
649.069     1241.0551
656.412     1254.4736
659.893     1262.2174
663.447     1269.7418
670.728     1286.3896
674.523     1293.475
678.205     1301.3129
681.717     1308.7119
689.148     1320.9391
692.655     1328.0872
696.414     1336.8344
703.659     1351.068
707.361     1359.1567
710.889     1366.8065
718.17     1380.9148
721.796     1386.5581
725.596     1395.7441
729.221     1404.2718
736.672     1419.1324
740.087     1425.779
743.815     1432.4255
751.286     1446.7846
755.123     1454.4657
758.835     1460.8301
766.163     1477.0076
769.618     1484.7201
773.434     1492.7148
781.029     1506.4154
784.768     1512.9052
788.506     1520.3669
792.1     1526.9508
799.464     1541.2785
803.31     1548.8969
807.239     1558.0202
810.818     1565.576
818.439     1581.7534
822.136     1590.3751
825.983     1598.1817
833.387     1611.1926
837.383     1617.996
841.193     1625.8652
848.737     1641.6351
852.429     1649.2849
856.101     1657.6871
863.572     1674.3662
867.408     1682.0474
871.265     1689.2269
874.947     1697.4097
882.552     1712.5525
886.275     1720.1083
890.178     1729.5765
897.686     1746.0988
901.62     1752.8708
905.163     1758.953
913.02     1774.8169
916.784     1782.9997
920.749     1790.7435
928.226     1804.695
932.247     1812.7838
936.109     1820.3709
944.007     1835.4196
947.813     1842.7873
951.664     1849.2771
959.449     1865.8621
963.45     1874.2643
967.343     1881.9768
971.189     1890.1596
978.867     1906.7133
982.775     1914.7393
986.739     1923.0162
994.53     1937.2185
998.479     1944.5861
1002.151     1950.9505
1006.172     1958.8824
1013.808     1978.4145
1017.891     1986.0957
1021.722     1993.8709
1029.584     2009.6721
1033.4     2017.6354
1037.478     2025.8809
1045.32     2042.0897
1049.336     2051.0249
1053.084     2057.3266
1056.946     2071.2468
1064.865     2087.9572
1068.83     2094.8545
1072.867     2102.0027
1080.446     2118.9326
1084.442     2126.7078
1088.36     2134.922
1096.29     2150.974
1099.833     2159.1568
1103.777     2167.2142
1111.824     2183.8305
1115.861     2191.1668
1119.707     2196.7474
1131.432     2212.6113
1135.571     2221.7974
1139.582     2230.2937
1143.511     2238.884
1151.425     2252.3025
1155.518     2261.4259
1159.657     2270.2984
1167.654     2284.8455
1171.706     2293.8748
1175.053     2301.5873
1183.692     2318.6113
1187.775     2327.5465
1191.946     2336.1055
1199.921     2353.0981
1203.994     2361.3122
1207.958     2369.1501
1216.243     2386.2681
1220.207     2393.6985
1224.342     2401.2542
1232.25     2416.9614
1236.416     2424.8307
1240.344     2432.0729
1248.613     2450.7271
1252.423     2460.1013
1256.563     2468.817
1260.656     2476.3414
1268.858     2492.5502
1272.843     2500.8271
1276.756     2508.759
1284.912     2526.2846
1289.062     2534.3106
1293.237     2542.368
1301.275     2559.2665
1305.173     2566.5401
1309.204     2573.7197
1313.452     2583.2819
1321.468     2597.4529
1325.685     2606.2
1329.526     2613.693
1337.867     2630.6229
1341.909     2641.1571
1346.13     2649.6533
1354.121     2665.4232
1358.4     2674.7033
1362.519     2682.9174
1366.658     2692.1348
1375.004     2708.6572
1379.138     2716.5578
1383.268     2726.1827
1391.588     2743.8651
1395.758     2751.4522
1399.862     2760.1052
1408.1     2775.6243
1412.249     2784.4027
1416.487     2792.6482
1424.709     2808.4495
1428.941     2816.5382
1432.849     2825.8183
1437.112     2835.1924
1445.242     2852.9061
1449.567     2861.277
1453.65     2869.0522
1461.882     2885.9507
1465.97     2893.6632
1470.208     2903.3509
1478.44     2917.271
1482.724     2925.736
1486.745     2935.1101
1495.168     2953.8898
1499.241     2961.6963
1503.468     2969.5029
1511.639     2993.6437
1515.804     3002.2654
1520.031     3011.6709
1524.129     3019.1012
1532.537     3035.1846
1536.368     3042.3641
1540.615     3051.7696
1549.141     3067.759
1553.481     3077.3526
1557.584     3087.4164
1565.977     3103.0296
1570.085     3111.4318
1574.441     3120.0535
1582.817     3138.1434
1587.137     3145.4483
1591.168     3154.1955
1595.473     3164.1653
1604.009     3181.2206
1608.333     3188.1806
1612.653     3196.9278
1621.045     3216.0209
1625.246     3223.2318
1629.468     3231.5086
1633.906     3241.3844
1642.287     3257.2797
1646.674     3266.8419
1650.865     3275.3382
1659.524     3293.3968
1663.715     3303.492
1668.091     3312.5526
1676.453     3326.316
1680.875     3334.2793
1685.107     3342.5875
1689.452     3352.526
1697.901     3371.9013
1702.292     3378.9241
1706.679     3387.3577
1715.266     3404.6011
1719.57     3412.7212
1723.751     3421.6877
1732.395     3439.8717
1736.761     3448.4934
1745.441     3457.5854
1749.801     3466.3952
1758.322     3483.1683
1762.873     3492.4171
1767.239     3500.8506
1776.032     3519.7557
1780.1     3528.1579
1784.486     3538.0337
1793.156     3554.5874
1797.66     3564.0242
1802.026     3573.5551
1810.593     3592.2094
1814.912     3600.204
1819.242     3609.2647
1823.742     3617.3847
1832.406     3635.3179
1836.834     3646.1655
1841.092     3655.7278
1850.049     3673.5982
1854.4     3682.5962
1858.904     3692.0957
1867.492     3710.5618
1872.099     3717.8668
1876.357     3726.9587
1885.418     3745.5816
1889.552     3754.8931
1894.154     3762.6369
1898.669     3770.8197
1907.596     3786.8717
1911.962     3794.9918
1916.302     3804.4914
1924.375     3820.7315
1929.065     3829.604
1933.996     3838.8841
1938.326     3846.6907
1947.083     3867.6022
1951.552     3876.8196
1956.118     3885.1905
1964.793     3903.061
1969.313     3912.0902
1973.494     3921.2136
1982.421     3939.2408
1986.56     3956.6409
1991.199     3966.2032
2000.085     3985.9234
2004.666     3994.9526
2009.155     4002.6338
2013.634     4012.8858
2022.674     4032.7
2027.22     4041.4785
2031.642     4050.257
2040.76     4069.695
2045.233     4078.9124
2049.676     4087.44
2058.685     4105.2791
2063.252     4114.5905
2067.834     4123.9647
2072.21     4132.7432
2081.486     4149.7671
2085.759     4157.2601
2094.877     4177.482
2099.35     4186.7934
2104.03     4195.4778
2108.437     4205.0401
2117.436     4222.2208
2121.853     4232.6295
2126.429     4241.6274
2135.372     4260.4698
2139.892     4270.5964
2144.304     4281.35
2153.364     4296.242
2157.756     4305.2713
2162.25     4314.8335
2170.899     4331.4813
2175.502     4340.4792
2180.027     4351.0447
2184.377     4359.7918
2193.505     4377.6622
2197.763     4386.3466
2202.293     4396.1597
2211.405     4414.6572
2216.043     4424.2194
2220.532     4434.3774
2229.557     4451.3073
2233.99     4459.929
2238.633     4470.8393
2243.179     4479.4297
2252.296     4500.6234
2256.641     4508.7121
2261.228     4516.9263
2270.284     4533.9816
2274.953     4543.5438
2279.586     4554.0466
2283.9     4563.3267
2292.369     4581.4793
2297.363     4590.7281
2302.366     4598.6914
2311.37     4618.2862
2315.921     4627.19
2320.436     4635.8117
2329.887     4657.1936
2334.438     4665.2823
2339.164     4673.5905
2348.23     4694.0004
2353.007     4703.4686
2357.578     4711.3692
2362.288     4719.2698
2371.37     4736.4505
2376.054     4746.2636
2380.682     4758.0205
2389.959     4774.919
2394.284     4784.9515
2403.802     4795.3289
2412.991     4815.5194
2417.763     4824.5487
2422.324     4832.6687
2427.029     4841.7294
2436.162     4861.4496
2441.001     4871.5448
2445.603     4881.8595
2455.137     4901.7051
2459.533     4910.7657
2464.264     4918.1333
2473.633     4939.0762
2478.447     4950.0807
2483.131     4958.3575
2487.672     4966.9165
2496.666     4996.293
2501.504     5006.3255
2506.369     5018.1765
2515.599     5034.6988
2520.34     5043.0697
2524.917     5052.2243
2534.178     5072.2894
2538.724     5079.5003
2543.465     5087.9025
2548     5097.1199
2557.406     5118.1255
2561.797     5128.7851
2566.497     5139.1311
2571.187     5149.1636
2580.402     5166.313
2585.045     5175.6244
2594.137     5192.7738
2598.713     5201.2074
2603.398     5210.3307
2608.103     5221.2097
2617.215     5238.1083
2621.807     5246.6359
2626.389     5257.3895
2635.537     5276.5767
2640.288     5285.3866
2645.096     5294.3845
2654.203     5313.603
2659.068     5323.5102
2663.685     5332.947
2668.416     5341.1925
2677.606     5361.7905
2682.449     5372.1052
2687.119     5380.5702
2696.503     5400.6039
2701.27     5409.0061
2705.944     5417.5338
2710.814     5428.789
2720.482     5447.0043
2725.377     5456.7233
2730.082     5465.7526
2739.703     5485.9117
2744.506     5496.3832
2749.53     5507.2308
2759.213     5529.7413
2764.108     5539.5544
2768.649     5547.1728
2778.481     5566.0465
2783.196     5578.1483
2788.076     5588.557
2792.848     5598.3387
2802.264     5615.4881
2807     5624.3606
2811.895     5633.8915
2821.434     5654.082
2826.247     5664.5221
2830.927     5673.614
2840.579     5693.4283
2845.309     5703.2727
2850.009     5712.6468
2859.61     5732.4297
2864.459     5742.9639
2869.396     5753.6235
2874.152     5762.7781
2883.557     5781.6518
2888.514     5790.3989
2893.621     5800.3688
2903.268     5817.7689
2908.292     5827.7388
2913.012     5837.9594
2922.695     5857.9617
2927.416     5867.9316
2932.352     5879.3122
2941.989     5898.374
2946.884     5908.093
2951.533     5917.9061
2956.078     5926.6219
2965.967     5945.8404
2970.847     5956.0297
2975.742     5965.9682
2985.219     5985.0927
2990.022     5993.8398
2994.763     6003.4021
3004.539     6023.812
3009.182     6032.4337
3014.093     6052.342
3018.793     6063.6599
3028.569     6083.9444
3033.263     6093.9456
3038.102     6102.2852
3047.615     6121.441
3052.542     6129.5611
3057.35     6137.8066
3066.986     6158.3106
3071.558     6169.6285
3076.463     6179.5356
3081.379     6188.659
3091.052     6208.6927
3095.855     6218.3803
3105.337     6227.2528
3114.886     6245.9384
3119.915     6256.5353
3124.605     6267.3516
3134.231     6285.3788
3138.921     6293.781
3143.842     6303.3746
3148.594     6314.285
3158.338     6333.5349
3162.946     6342.188
3167.815     6352.8475
3177.601     6374.2607
3182.517     6384.983
3187.459     6394.2944
3197.013     6410.2838
3201.872     6420.0341
3206.649     6431.0386
3211.648     6441.6354
3221.007     6460.5718
3225.717     6469.9146
3230.777     6480.1979
3240.773     6502.9279
3245.54     6513.6502
3250.482     6522.4286
3260.098     6542.8072
3265.086     6552.244
3269.92     6561.3047
3274.923     6570.522
3284.585     6592.5623
3289.604     6602.6261
3294.592     6611.4673
3304.367     6631.1561
3309.17     6641.1887
3313.978     6650.8763
3323.826     6671.2235
3328.824     6680.5036
3333.925     6692.0724
3343.639     6712.7331
3348.55     6721.8251
3353.419     6731.6695
3358.49     6741.1377
3368.234     6762.9585
3373.33     6771.8937
3378.195     6781.5814
3388.217     6803.9664
3393.02     6814.3438
3398.074     6825.505
3407.865     6843.3755
3412.92     6853.0631
3417.836     6863.3778
3422.773     6875.0406
3432.62     6897.7392
3437.572     6906.2355
3442.647     6915.0767
3452.649     6936.6153
3457.627     6944.9862
3462.43     6954.956
3472.447     6975.9616
3477.46     6986.4644
3482.52     6995.2742
3492.465     7013.3328
3497.633     7023.8669
3502.364     7033.1156
3507.434     7043.4617
3517.467     7065.9408
3522.573     7074.4685
3527.273     7084.2815
3537.589     7105.6947
3542.53     7115.9781
3547.595     7127.3587
3557.669     7158.4282
3562.786     7170.2478
3567.753     7182.4749
3572.72     7192.6955
3582.861     7209.0925
3587.957     7218.498
3593.114     7229.9727
3603.044     7251.3858
3608.207     7263.0486
3613.185     7275.2444
3623.402     7294.4316
3628.21     7303.4296
3633.311     7313.0859
3643.38     7334.4677
3648.538     7347.0711
3653.5     7357.6052
3658.472     7366.8853
3668.495     7387.4833
3673.688     7397.6413
3678.825     7405.8554
3688.956     7425.9518
3693.784     7438.1163
3698.808     7447.5531
3708.949     7469.656
3714.096     7480.5664
3719.259     7490.693
3724.092     7499.7223
3734.079     7519.9754
3739.236     7529.7571
3744.481     7539.6329
3754.416     7561.1401
3759.61     7571.6429
3764.474     7581.9576
3775.057     7602.6184
3779.994     7614.1871
3785.182     7624.2197
3790.134     7635.1927
3800.424     7654.0978
3805.412     7665.0395
3810.487     7675.6677
3820.53     7694.949
3825.641     7705.7653
3835.833     7716.3935
3845.948     7736.9915
3850.864     7747.1495
3856.099     7756.8371
3861.097     7765.9291
3871.32     7785.5866
3875.984     7795.9326
3881.049     7807.6582
3891.364     7829.134
3896.666     7840.0444
3901.788     7850.0142
3911.774     7870.2047
3916.839     7880.8643
3921.971     7891.0849
3932.312     7911.7456
3937.367     7920.6495
3942.453     7930.2118
3947.482     7941.5611
3957.74     7963.0056
3962.8     7973.9787
3968.015     7984.1052
3978.047     8004.0449
3983.251     8013.952
3988.28     8025.1759
3991.304     8039.6917
3989.103     8036.0236
3986.347     8030.8819
3983.611     8024.4235
3977.661     8014.9866
3974.725     8008.5595
3971.722     8003.9508
3965.521     7989.6545
3962.235     7981.7852
3958.918     7977.3019
3952.429     7963.0996
3949.302     7956.9234
3946.037     7949.1795
3942.566     7943.0032
3935.937     7929.9296
3932.507     7921.2765
3929.36     7915.0689
3922.321     7905.7575
3918.994     7897.606
3915.415     7883.6232
3908.766     7871.8663
3905.29     7865.0317
3902.456     7858.4478
3894.707     7843.4931
3891.318     7835.8433
3887.755     7827.3156
3880.957     7813.4582
3877.275     7806.1219
3873.737     7800.5413
3870.245     7792.6721
3863.355     7776.5887
3859.817     7770.6319
3856.212     7765.4902
3853.065     7752.7928
3845.47     7746.1462
3842.122     7740.1267
3834.944     7722.7892
3831.426     7714.9827
3827.688     7708.5556
3824.15     7700.1847
3817.157     7684.7597
3813.645     7678.2072
3810.009     7669.9931
3802.866     7657.9854
3799.246     7651.7464
3796.084     7645.0685
3788.54     7630.1138
3785.018     7623.091
3781.377     7615.4412
3777.726     7607.1017
3770.733     7591.1437
3767.071     7584.6225
3763.477     7578.1014
3756.165     7564.4634
3752.668     7558.2871
3749.022     7550.7941
3741.879     7536.0275
3738.141     7528.1582
3734.593     7520.2889
3730.952     7515.5548
3723.866     7499.4714
3720.061     7493.0757
3716.503     7487.1816
3709.087     7471.8506
3705.74     7464.6084
3701.996     7458.6829
3694.72     7445.7661
3690.935     7438.6806
3687.259     7429.714
3680.044     7416.2328
3676.475     7408.4262
3672.835     7399.5224
3668.993     7390.5872
3661.691     7375.4757
3658.025     7366.9794
3654.503     7360.3642
3646.964     7345.3154
3643.406     7335.8785
3639.564     7328.0406
3632.36     7313.7756
3628.483     7306.1258
3624.873     7298.6014
3621.088     7292.3311
3613.791     7276.5299
3609.991     7268.6292
3606.356     7262.453
3598.843     7246.8398
3595.197     7238.0927
3587.833     7233.0451
3580.418     7217.8709
3576.767     7210.9422
3573.127     7202.6967
3569.285     7195.2664
3561.891     7182.2241
3558.05     7174.8251
3554.363     7167.3321
3546.783     7150.7157
3543.327     7142.5329
3539.481     7135.9177
3532.092     7123.4711
3528.24     7115.351
3524.538     7106.165
3521.056     7098.9855
3513.554     7078.168
3509.733     7070.3614
3505.825     7060.9873
3498.425     7047.3179
3494.707     7040.013
3491.077     7031.1091
3483.456     7018.7566
3479.769     7011.0441
3475.892     7003.6451
3468.569     6989.192
3464.605     6981.4481
3460.872     6974.4254
3457.025     6967.0891
3449.667     6952.3851
3445.748     6944.4845
3441.974     6935.8315
3434.302     6921.6292
3430.589     6913.0388
3426.892     6905.5771
3419.404     6889.3997
3415.46     6882.9726
3411.563     6875.3541
3407.783     6868.6135
3400.239     6852.1853
3396.372     6843.6263
3392.392     6835.7257
3384.879     6821.7115
3380.93     6816.3817
3377.418     6809.8919
3369.638     6791.5198
3365.853     6784.0895
3361.801     6777.6938
3357.986     6770.4202
3350.426     6755.5281
3346.642     6746.0913
3342.734     6739.1939
3335.046     6724.5214
3331.117     6717.9062
3327.384     6708.9396
3319.558     6690.0659
3315.814     6682.4788
3312.009     6675.8636
3307.936     6667.7749
3300.423     6654.325
3296.495     6646.4871
3292.782     6639.2449
3284.894     6621.5312
3281.263     6614.1322
3277.278     6606.9527
3269.534     6590.2109
3265.544     6582.4357
3261.795     6574.6918
3257.907     6567.1361
3250.307     6552.9338
3246.301     6543.685
3242.439     6535.4396
3234.587     6519.7951
3230.885     6514.3085
3226.997     6506.9409
3219.089     6490.4186
3215.093     6481.5461
3211.123     6473.6768
3207.508     6467.6259
3199.635     6451.8247
3196.128     6445.429
3192.159     6439.0646
3184.039     6422.8558
3180.105     6416.1779
3176.331     6407.3054
3168.309     6389.1214
3164.447     6380.7505
3160.524     6372.5677
3156.693     6366.8304
3148.748     6349.8064
3144.943     6343.1912
3141.05     6335.0712
3133.301     6317.7964
3129.295     6310.2407
3125.268     6302.7163
3117.324     6287.3853
3113.333     6277.6663
3109.497     6268.8565
3105.419     6261.3948
3097.541     6245.9384
3093.479     6227.6918
3089.571     6219.9165
3081.631     6205.0559
3077.739     6195.7131
3073.594     6187.9692
3065.696     6171.3528
3061.535     6162.6371
3057.756     6155.144
3053.74     6147.6823
3045.723     6130.8779
3041.594     6124.1059
3037.501     6116.268
3029.607     6102.2538
3021.688     6094.2591
3017.554     6084.6969
3009.609     6068.0492
3005.547     6060.3053
3001.587     6052.9063
2997.473     6043.6576
2989.544     6027.4488
2985.441     6019.1092
2981.579     6011.0832
2973.408     5995.376
2969.469     5987.9143
2965.37     5979.1359
2957.492     5962.1119
2953.399     5954.5562
2949.357     5948.2231
2945.449     5938.7549
2937.273     5921.0726
2933.576     5913.6109
2929.519     5906.306
2921.26     5888.6237
2917.1     5880.3468
2913.172     5872.6657
2905.057     5856.4882
2901.118     5848.9638
2897.076     5840.6556
2893.652     5833.1312
2884.709     5814.7592
2880.873     5808.0499
2876.744     5799.2715
2868.583     5784.1286
2864.433     5777.8896
2860.304     5769.989
2852.236     5750.8645
2848.42     5742.1174
2844.111     5733.2135
2839.792     5725.6578
2831.785     5708.3517
2827.656     5700.8586
2823.619     5691.798
2815.284     5676.0281
2811.293     5668.2529
2807.077     5661.0107
2799.009     5642.7327
2794.766     5634.9575
2790.817     5626.4612
2786.626     5618.5292
2778.651     5603.2609
2774.475     5594.5138
2770.32     5586.4565
2762.298     5567.4574
2758.107     5559.2119
2754.055     5549.3988
2749.844     5539.4603
2741.616     5526.9197
2737.461     5518.8937
2733.486     5509.3941
2725.053     5493.6242
2721.114     5485.222
2716.908     5477.6662
2708.644     5460.3601
2704.391     5452.6163
2700.329     5444.9351
2696.148     5436.815
2687.988     5421.2333
2683.735     5412.2353
2679.57     5404.3974
2671.214     5384.8967
2667.285     5377.1842
2663.433     5370.0674
2654.841     5354.6424
2650.547     5345.3936
2646.336     5336.2703
2642.366     5318.4312
2634.015     5302.5673
2629.942     5293.1304
2625.607     5285.3239
2617.467     5270.0243
2613.256     5259.2393
2609.234     5251.4327
2600.693     5234.5342
2596.62     5225.4109
2592.383     5216.7892
2588.362     5208.6064
2579.908     5191.3943
2575.769     5183.8072
2571.614     5176.1261
2563.592     5157.8167
2559.226     5149.1323
2554.901     5140.4479
2546.432     5122.2953
2542.21     5113.9557
2538.138     5107.8735
2533.839     5100.0043
2525.467     5082.1025
2521.122     5073.3554
2517.034     5064.138
2508.739     5047.1767
2504.615     5038.8685
2500.286     5030.4036
2491.909     5014.8532
2487.589     5006.6704
2483.599     4997.986
2479.424     4987.9221
2470.959     4972.5284
2466.614     4964.1262
2462.408     4953.1845
2454.103     4938.5433
2449.892     4930.3605
2445.67     4921.4253
2437.247     4902.771
2433.051     4893.8045
2428.85     4885.4022
2424.772     4878.254
2411.952     4861.7631
2407.612     4852.4203
2403.565     4843.3597
2394.937     4824.7368
2390.751     4817.3064
2386.462     4809.4685
2378.106     4792.3819
2373.761     4784.3558
2369.518     4775.7341
2360.946     4757.0799
2356.719     4748.2387
2352.611     4739.8992
2348.281     4733.7229
2339.848     4715.7271
2335.415     4706.9486
2331.296     4697.4804
2322.971     4681.6792
2318.801     4674.4683
2314.404     4665.1569
2305.955     4646.5967
2301.62     4638.2572
2297.501     4630.0744
2293.254     4621.39
2284.97     4605.5887
2280.64     4596.9357
2276.372     4588.6588
2267.81     4571.1646
2263.563     4562.6056
2259.444     4553.2001
2250.969     4536.5838
2246.619     4527.1469
2242.253     4516.989
2238.175     4509.3705
2229.65     4491.2493
2225.464     4481.2167
2221.036     4473.034
2212.588     4456.7311
2208.201     4446.9807
2204.247     4436.9482
2195.562     4421.2097
2191.679     4412.9956
2187.185     4405.9414
2182.644     4396.7867
2174.232     4369.4795
2170.025     4361.4534
2165.685     4352.6436
2157.051     4333.5505
2152.794     4325.8066
2148.531     4318.1882
2140.061     4300.5685
2135.937     4290.4106
2131.546     4281.8516
2127.093     4273.1672
2118.721     4257.5854
2114.33     4247.1767
2110.149     4237.5204
2101.382     4223.5375
2097.401     4214.7904
2093.02     4204.5698
2084.541     4182.9371
2080.098     4175.35
2075.866     4170.2711
2071.608     4163.9694
2063.098     4145.8481
2058.696     4133.9972
2054.335     4122.6479
2045.809     4106.3137
2041.608     4098.8834
2037.366     4091.7038
2028.65     4072.548
2024.397     4061.9198
2020.016     4050.2883
2011.541     4036.5249
2007.165     4028.1854
2003.072     4018.9053
1998.65     4009.249
1990.098     3993.6045
1985.645     3983.2898
1981.362     3973.3827
1972.584     3956.2961
1968.424     3946.7338
1964.073     3937.8299
1955.522     3920.8687
1951.028     3912.2156
1946.662     3900.9604
1942.383     3891.7117
1933.673     3878.4186
1929.204     3870.0477
1924.761     3859.1687
1916.029     3840.6085
1911.633     3832.6138
1907.519     3823.9921
1898.695     3802.2968
1894.36     3796.434
1889.917     3787.6242
1885.593     3777.9052
1876.912     3763.264
1873.009     3753.7331
1868.381     3742.3838
1859.506     3721.7544
1855.068     3712.9132
1850.785     3705.7337
1841.853     3688.647
1837.59     3679.5237
1833.214     3670.4004
1828.745     3659.9603
1820.101     3645.6953
1815.689     3637.0109
1811.457     3628.64
1802.617     3608.5436
1798.334     3600.5802
1793.84     3592.5856
1785.134     3576.9725
1776.32     3565.341
1771.887     3556.0609
1763.269     3538.7234
1758.718     3529.0985
1754.342     3519.787
1749.981     3510.6637
1741.317     3490.1597
1736.987     3482.0083
1732.565     3473.6061
1723.607     3455.8297
1719.174     3447.3961
1715.024     3436.4544
1706.134     3415.8877
1701.778     3407.0779
1697.243     3391.5274
1692.908     3382.3101
1684.233     3366.3834
1679.934     3356.1941
1675.357     3347.5411
1666.713     3332.0534
1662.255     3322.0208
1658.048     3312.1451
1649.096     3291.1081
1644.838     3283.3642
1640.364     3275.2128
