dDisplacement_nm_ori     dForce
-0.581     2.9471
0.375     4.2952
4.057     8.3709
11.801     19.5634
15.55     24.0154
19.062     29.5646
26.128     40.5377
29.609     44.8642
33.219     51.8556
40.197     65.4309
43.781     72.2656
47.278     77.1251
50.692     84.6808
57.824     97.1901
61.203     108.7589
64.844     114.9665
71.734     128.7299
75.298     134.5613
78.599     141.3019
85.793     151.9301
89.223     157.2285
92.905     163.9378
96.412     169.7065
103.38     185.351
106.768     191.684
110.311     197.1078
117.382     210.1188
120.771     213.1599
123.614     221.374
127.63     229.3687
135.02     240.8747
138.599     247.3332
142.26     253.1332
149.171     265.3917
152.755     270.5961
156.185     279.2178
163.431     292.699
166.825     298.4677
170.481     305.0829
177.582     320.2571
181.249     326.1512
184.617     331.6064
188.144     336.9362
195.199     350.4174
198.83     357.7223
202.291     365.09
209.701     376.6274
213.1     383.6815
216.637     389.9205
220.33     396.6924
231.19     409.8288
234.517     415.2213
238.25     420.1435
245.3     434.7847
249.075     440.8042
252.474     445.4756
260.002     459.9601
263.38     467.0455
267.103     474.7267
270.77     480.997
278.031     493.036
281.651     499.0869
285.05     508.2102
292.316     521.1898
296.044     527.178
299.782     532.7586
306.981     545.5501
310.56     551.6323
314.109     558.9686
317.909     565.9286
325.144     579.5039
328.918     585.8056
332.338     592.8283
339.804     609.2566
343.394     614.8372
347.199     624.1173
354.311     638.1628
358.08     644.2764
361.721     651.0797
365.392     660.4225
372.792     672.3048
376.391     680.5189
380.058     688.5449
387.463     701.8694
391.175     706.9484
394.795     713.3754
402.123     728.0794
405.82     735.1962
409.662     741.9995
413.261     749.0223
420.81     763.5067
424.302     770.0279
428.107     777.709
435.034     790.5632
438.818     798.0249
442.598     806.9601
450.306     826.3354
453.936     834.7063
457.685     841.2275
461.459     847.4978
468.905     861.5747
472.51     868.1585
476.213     875.0559
483.792     888.7252
487.531     898.0367
491.423     904.8086
498.766     914.6844
502.587     922.1147
506.233     931.1127
510.074     939.3268
517.489     954.5323
521.341     960.207
525.043     966.5087
532.679     981.1812
536.392     989.2073
540.136     996.3554
547.551     1009.2096
551.485     1016.8594
555.275     1023.7568
558.997     1030.0271
566.51     1047.8035
570.295     1056.0176
574.229     1062.4761
581.937     1074.86
585.814     1082.3844
589.321     1088.7174
597.055     1105.2397
600.799     1112.1998
604.769     1119.3166
608.569     1126.4648
616.205     1140.1028
619.835     1147.8466
623.764     1153.145
631.518     1167.5668
635.411     1174.3074
639.119     1182.1453
646.93     1198.3855
650.714     1205.0947
654.587     1211.6786
658.515     1219.3284
665.997     1234.8161
669.962     1241.7134
673.741     1249.2378
681.64     1264.7569
685.337     1270.6197
689.333     1277.9873
697.072     1292.848
701.072     1300.3724
704.831     1307.5206
708.729     1317.459
716.35     1333.6365
720.387     1340.816
724.243     1348.9047
732.168     1363.7027
735.839     1371.5406
739.845     1380.1623
747.656     1391.3549
751.626     1398.2836
755.488     1408.034
763.222     1415.9346
770.791     1429.6039
774.9     1437.8494
778.885     1444.9035
786.83     1461.8647
790.681     1468.2918
794.754     1476.2551
802.051     1488.5136
806.062     1493.8748
810.391     1502.7473
814.341     1513.5323
822.239     1525.6653
826.245     1532.7822
830.323     1540.8395
838.103     1555.4808
842.093     1563.2246
846.001     1571.5015
854.013     1588.8389
857.818     1602.2574
861.865     1610.8164
865.825     1619.0306
873.965     1635.1453
877.832     1641.3843
881.868     1649.2222
889.68     1665.4624
893.845     1672.8613
897.804     1680.2603
905.867     1695.0897
909.611     1703.68
913.632     1711.4552
921.669     1725.344
925.804     1733.276
929.84     1741.4274
933.666     1749.6729
941.637     1764.9725
945.54     1772.9672
949.674     1781.9651
957.866     1795.1328
961.887     1803.4096
965.867     1810.84
974.017     1826.1396
977.915     1834.0715
982.086     1843.8532
985.994     1852.3495
994.226     1867.1789
998.16     1874.5152
1002.207     1882.259
1010.131     1900.537
1014.333     1910.5696
1018.451     1918.3134
1022.468     1924.4897
1030.597     1939.319
1034.542     1947.784
1038.727     1955.6846
1046.796     1971.9874
1050.971     1980.2016
1054.91     1987.0049
1063.014     2001.991
1067.087     2008.7629
1071.298     2017.416
1075.299     2024.5328
1083.619     2041.5254
1087.465     2051.0563
1091.667     2058.0791
1099.817     2072.3754
1104.09     2081.6242
1108.184     2089.9637
1116.313     2106.6741
1120.371     2113.4774
1124.536     2122.3813
1128.727     2131.1284
1136.862     2148.8734
1140.94     2155.8022
1144.992     2164.3298
1153.399     2180.9148
1157.467     2189.3798
1161.663     2197.3431
1169.736     2214.3984
1173.989     2221.3898
1178.01     2227.1272
1182.227     2234.8397
1190.413     2248.9793
1194.666     2256.1274
1198.79     2264.3729
1207.244     2280.9266
1211.239     2288.9526
1215.343     2298.3581
1223.57     2315.9464
1227.849     2322.4362
1232.055     2328.926
1236.153     2337.2969
1244.412     2354.8851
1248.562     2363.7263
1252.814     2371.815
1261.109     2390.5633
1265.423     2398.1504
1269.326     2404.7656
1277.775     2424.1723
1281.894     2433.0448
1286.275     2441.0081
1290.399     2456.7153
1298.755     2473.7079
1302.797     2481.828
1307.085     2489.3524
1315.565     2507.2855
1319.807     2515.0607
1323.931     2524.0586
1332.401     2540.675
1340.772     2549.234
1345.133     2557.2287
1349.134     2563.0287
1357.706     2580.1781
1361.835     2589.2387
1366.175     2597.3588
1374.402     2612.2195
1378.743     2622.0639
1382.913     2630.2467
1391.495     2646.2674
1395.645     2655.8296
1399.872     2662.4762
1404.099     2671.3487
1412.62     2686.3975
1416.903     2695.5522
1421.089     2704.1112
1429.404     2721.5113
1433.713     2731.1676
1438.074     2739.4131
1446.538     2755.716
1450.924     2765.0274
1454.935     2773.2416
1459.275     2781.3616
1467.456     2798.2288
1471.781     2805.8786
1476.378     2815.3782
1484.822     2833.3113
1489.033     2842.7482
1493.414     2850.6174
1501.745     2867.1711
1506.1     2875.7301
1510.332     2883.0664
1514.611     2891.2492
1523.27     2913.8851
1527.528     2922.2873
1531.925     2928.5576
1540.384     2943.8572
1544.672     2949.2184
1548.555     2956.4292
1557.641     2976.6511
1561.781     2984.1441
1566.162     2992.2015
1570.322     3000.6978
1579.172     3016.8125
1583.26     3023.9293
1587.589     3031.3283
1596.084     3048.7599
1600.574     3059.5762
1604.816     3069.4206
1613.445     3087.8554
1617.327     3095.5992
1621.862     3105.1615
1626.485     3115.2567
1635.217     3131.4969
1639.583     3137.8299
1643.388     3144.2883
1652.361     3160.842
1656.665     3169.934
1661.226     3178.493
1669.798     3196.9278
1674.082     3204.6403
1678.16     3213.8576
1682.695     3222.8242
1691.509     3241.0082
1695.952     3249.2537
1700.143     3256.1824
1708.967     3274.5858
1713.256     3283.0507
1717.657     3292.0487
1726.322     3308.5396
1730.811     3316.9419
1735.228     3324.8111
1739.568     3335.1258
1748.449     3361.2104
1752.604     3369.738
1757.073     3378.6733
1765.891     3397.547
1770.396     3409.2098
1774.68     3418.6466
1783.411     3432.6295
1787.71     3440.8436
1792.312     3450.0923
1801.147     3466.4892
1805.672     3475.2991
1809.883     3485.4883
1814.373     3494.5176
1823.181     3513.2659
1827.676     3518.9719
