Distance_nm     Force_uN
0     -0.7524
-0.219     -1.1287
-1.037     -1.0973
0.811     0.5643
2.749     0.5957
5.375     -0.8465
8.433     -2.0692
11.421     -2.6335
14.234     -1.4422
16.263     0.1254
18.316     0.6897
20.688     0.2195
23.265     -0.9719
26.254     -1.3795
28.976     -1.8497
31.501     -1.6303
33.954     0.0627
35.949     0.5957
38.201     -0.6897
41.018     -1.4735
41.988     -1.4422
41.92     -0.7524
41.608     -0.0627
41.452     0.0314
41.436     0.1881
41.326     0.3135
41.236     -0.5643
41.528     -1.6616
41.88     -2.4768
42.14     -1.787
41.844     -0.2195
41.333     -0.5643
41.508     -1.1287
41.647     -1.2854
41.705     -1.2541
41.721     -0.2508
41.391     0.1254
41.237     -0.1881
41.323     0.0627
41.206     0.0941
41.133     -0.5957
41.367     -1.2227
41.632     -1.2854
41.622     -0.533
41.366     -0.3135
41.282     -1.8497
41.74     -2.6335
42.005     -2.226
41.862     -1.0346
41.416     0.1881
41.012     -0.2195
41.14     -0.4389
41.167     -0.0627
41.066     -0.627
41.2     -1.1287
41.307     -1.3168
41.345     -1.1287
41.271     0.0314
40.945     -0.0314
40.93     -1.6616
41.431     -1.6616
41.436     -0.7838
41.096     0.1254
40.752     -0.0627
40.774     -1.066
41.14     -0.5957
40.97     0
40.7     -0.6897
40.955     -1.1914
41.109     -1.3795
41.079     -1.4735
41.095     -0.6897
40.83     -0.9719
40.936     -1.8811
41.223     -1.8811
41.166     -0.9092
40.852     0.1568
40.49     -0.8465
40.768     -1.6303
41.002     -0.8778
40.737     0.0314
40.455     0.9719
40.094     0.8465
40.095     -0.0941
40.481     -1.0973
40.842     -2.1633
42.107     -3.0725
44.895     -2.1006
46.837     -0.3135
48.664     0.9092
50.782     0.5643
53.27     -0.8778
56.244     -1.4735
58.931     -1.693
61.339     -1.8811
63.92     -1.4735
66.204     -0.6897
68.304     -0.1568
70.635     0.2195
72.857     -0.533
75.519     -1.4108
78.27     -0.7838
80.381     -0.1881
82.623     -0.1881
85.103     -1.0346
87.755     -1.1914
90.262     -0.1568
92.266     0.7211
94.245     0.4389
