Distance_nm     Force_uN
0     2.43
0.461     -2.592
1.629     -1.539
14.959     2.025
22.892     0.405
37.835     2.592
45.635     1.458
60.727     -4.86
68.478     -2.916
75.719     -0.729
90.712     3.645
98.101     1.134
113.324     -0.891
120.762     -1.863
142.913     -0.972
150.55     -0.972
165.377     -2.187
172.898     0.243
180.057     0.567
194.967     2.43
201.962     2.997
216.987     3.402
224.442     0.81
239.204     -2.268
246.791     -2.835
261.388     -3.564
268.827     -2.592
283.671     -0.405
291.422     1.701
298.68     3.159
313.31     0.81
320.519     1.215
335.429     -1.296
342.62     -1.215
357.893     2.025
364.969     1.215
379.978     -3.159
387.433     -5.265
401.932     0.486
409.535     1.458
417.253     -1.134
431.884     -1.62
439.503     -2.349
454.002     1.134
461.326     0.729
476.269     0.324
483.74     3.888
491.294     4.212
506.188     1.782
513.725     -0.567
529.03     -1.701
536.65     -3.726
544.253     -3.726
559.278     -1.296
566.766     -2.673
582.006     0.486
589.444     1.944
596.751     3.807
612.221     -0.648
619.808     1.782
634.866     0.081
642.782     -1.458
657.856     -1.377
665.657     -1.134
673.277     -0.648
688.812     0.081
696.251     -0.081
711.572     -3.402
719.011     -2.025
734.563     -2.106
741.903     -2.025
749.736     -1.458
764.811     0
772.826     2.349
787.835     4.05
795.619     1.215
810.891     -0.486
818.922     -1.539
826.377     -1.458
842.061     -1.62
849.565     -0.081
865.315     -2.511
872.836     0.081
888.552     3.483
896.024     2.349
911.938     -0.729
919.673     -0.729
927.72     -0.324
943.19     0.081
950.941     0.243
966.016     -2.106
973.471     -0.972
989.336     1.863
997.103     -0.243
1004.789     -4.293
1020.637     0
1028.668     1.296
1044.187     0
1052.218     1.296
1060.052     0.405
1075.554     -4.05
1083.24     2.997
1099.072     3.888
1106.905     0.729
1123.017     -8.748
1130.834     -4.293
1138.717     1.782
1154.367     1.377
1162.728     -1.377
1178.329     -3.321
1186.492     -0.648
1201.978     -1.215
1210.322     0.162
1218.27     1.134
1234.415     1.296
1242.018     1.539
1258.311     0.324
1265.996     0.162
1290.435     -2.673
1298.762     -0.567
1314.643     -1.458
1322.987     -2.997
1330.672     -3.807
1346.932     1.863
1354.601     5.103
1371.009     0.486
1378.958     0
1395.184     -0.486
1403.166     -2.025
1419.393     -0.648
1427.506     0.405
1435.735     1.782
1451.616     -4.05
1459.91     -3.645
1476.318     -0.486
1484.415     2.187
1500.559     0.486
1508.459     -0.405
1524.916     0.972
1532.683     0.324
1549.223     -1.296
1557.122     0.81
1565.581     3.159
1581.528     -0.972
1590.152     -1.539
1606.181     -0.972
1614.607     -2.916
1631.146     -1.944
1639.523     0.081
1655.667     0
1664.028     -0.081
1680.435     -2.43
1688.746     -0.891
1696.662     0.162
