Distance_nm     Force_uN
0.398     1.782
1.015     -0.567
7.112     1.053
14.769     0.243
30.291     -1.782
45.583     -3.321
52.424     -2.997
66.94     -2.511
82.425     -6.966
89.619     -5.751
101.333     3.969
108.667     3.807
124.706     -1.053
146.254     -1.134
159.968     -1.215
166.652     0.729
181.074     0.891
196.712     -4.86
203.898     -4.536
216.702     -0.567
230.823     0.162
245.691     -2.43
252.647     -2.835
265.913     2.349
272.803     2.43
289.262     -4.293
296.867     -6.561
309.132     0.81
322.184     5.751
326.809     13.932
330.529     26.811
340.965     40.662
346.062     49.167
354.358     70.227
360.022     76.383
366.61     104.328
371.286     114.696
379.806     135.108
384.368     145.719
394.193     161.838
399.169     170.424
406.842     193.671
411.272     203.796
418.723     228.906
429.343     240.975
433.637     252.396
441.818     273.942
445.332     287.955
451.225     317.196
456.042     325.944
465.07     344.898
469.538     354.942
477.621     377.217
478.191     401.112
487.493     419.904
491.364     431.001
501.317     448.416
505.243     459.189
512.106     487.458
518.428     518.157
521.607     532.251
521.607     532.251
523.991     530.55
518.689     508.275
513.687     497.34
504.114     472.23
500.691     456.354
491.42     431.649
487.081     420.147
476.683     401.76
472.951     388.314
464.947     360.126
460.904     347.895
451.042     328.617
447.071     316.791
442.326     305.208
432.466     287.145
428.148     274.347
420.379     249.075
415.788     237.897
407.767     212.706
402.659     203.877
394.294     179.901
390.328     168.237
381.864     144.261
377.838     132.759
373.091     123.201
365.454     98.172
360.952     87.399
350.291     73.224
346.515     59.94
338.324     39.042
333.362     28.998
329.2     18.306
318.146     5.58900000000003
314.105     -5.18399999999997
302.789     -16.443
297.7     -22.842
284.299     -26.487
277.152     -25.92
268.977     -23.004
254.241     -20.169
247.311     -20.898
233.907     -23.247
225.628     -20.007
218.58     -18.954
204.759     -20.493
197.733     -19.764
182.994     -18.873
176.623     -20.817
163.168     -23.409
155.415     -21.141
134.584     -22.437
126.758     -20.331
119.395     -17.739
104.973     -17.172
98.3129999999999     -17.982
84.3389999999999     -19.44
77.4269999999999     -19.44
61.7719999999999     -14.418
54.5859999999999     -14.256
47.9719999999999     -16.767
35.4469999999999     -21.465
27.8569999999999     -19.926
13.6879999999999     -19.926
7.30999999999994     -22.275
-7.06100000000006     -20.979
-14.4580000000001     -18.63
