Distance_nm     Force_uN
0     -5.751
1.851     -0.405
0.986     1.782
3.59     -2.025
10.952     -5.832
19.581     -2.025
26.438     5.508
31.78     5.184
39.339     -2.025
49.182     -7.29
57.957     -7.29
65.675     -1.539
71.827     2.025
78.075     -0.324
86.492     -2.025
94.62     -0.648
101.555     0.162
109.286     -1.053
116.986     -4.455
125.391     -4.779
140.323     -1.782
147.036     0.729
154.045     0.486
161.088     -0.972
169.166     -1.701
176.982     -2.349
184.448     -2.916
192.22     -3.888
200.036     -3.159
