Distance_nm     Force_uN
0     -2.3827
0.047     -1.9438
0.12     -0.9092
0.971     -0.533
3.446     -0.4703
5.952     -0.1568
8.422     0.1254
10.949     0.2822
13.288     0.2195
15.68     0.0314
18.186     0.4076
20.499     0.4703
22.984     -0.2508
25.516     -0.8778
27.84     -1.066
30.283     -1.3481
32.649     -1.4735
34.993     -1.4422
37.489     -1.5362
39.875     -1.7243
42.266     -1.787
44.741     -1.693
47.096     -1.0973
49.492     -0.6584
51.936     -0.6897
54.228     -1.1287
56.687     -0.7524
59.094     0.533
61.407     1.0346
66.268     0.9092
68.628     0.1254
71.087     -0.533
73.406     -0.4076
75.781     -0.8151
78.298     -1.0973
80.611     -1.3795
83.054     -0.9092
85.514     -0.6584
87.79     -2.1633
90.291     -3.1352
92.766     -1.8184
95.042     -0.1881
97.528     -0.3135
99.903     -1.1287
102.237     -1.4735
104.702     -0.1568
107.025     1.2854
109.443     0.4389
111.923     -1.2541
114.199     -1.3168
116.585     0.2195
119.086     1.5049
121.404     0.8778
123.869     -0.7524
126.192     -1.9125
128.5     -1.9125
131.001     -1.4108
133.382     -1.4422
135.674     -1.2854
138.139     -0.5643
140.321     -0.7838
142.796     -2.4141
145.266     -2.4454
147.589     -1.1287
150.022     0.0627
152.408     0.7524
154.747     0.7838
157.269     0.4076
159.655     0.1254
162.02     -0.4703
164.558     -0.533
166.881     -0.1568
168.855     0.0627
170.672     -0.5643
172.494     -1.5362
172.573     -1.8811
172.395     -0.9719
172.249     -0.4076
172.181     -1.3168
172.139     -2.5395
172.056     -2.4454
171.946     -1.066
171.883     0.0314
171.81     -0.5643
171.716     -1.6616
171.622     -0.533
171.539     0.8151
171.455     0.7524
171.393     -0.6897
171.398     -1.4422
171.34     -0.3449
171.267     -0.7524
171.199     -2.0065
171.205     -2.3827
171.142     -1.5049
171.043     -1.0033
171.022     -1.5676
170.996     -1.7243
170.928     -1.1287
170.85     -0.6897
170.834     -1.0346
170.771     -1.6616
170.729     -1.8811
170.703     -0.4389
170.662     0.7211
170.625     0.3449
170.599     -0.9092
170.641     -2.0379
170.646     -1.693
170.552     -0.6897
170.495     0.3135
170.411     0.7211
170.369     -0.1254
170.437     -1.7243
170.437     -2.3827
170.369     -2.0692
170.301     -1.787
170.26     -1.066
170.26     -0.8778
170.202     -1.2854
170.166     -1.16
170.16     -1.16
170.139     -1.2854
170.098     -0.5643
170.124     -0.0314
