Distance_nm     Force_uN
0     5.346
-6.896     7.29
-14.875     6.237
-10.032     1.944
-1.733     -1.539
6.661     -1.701
13.864     -0.729
20.431     -1.134
27.963     -1.701
35.093     -0.648
41.952     -1.296
49.549     -2.592
56.761     -3.564
64.379     -4.131
71.806     -2.592
78.566     1.053
84.907     2.916
91.432     4.536
97.957     7.371
104.549     8.829
111.167     7.29
118.625     2.754
127.237     0.324
134.804     2.106
141.137     2.592
147.951     0.081
155.655     -3.078
163.962     -2.997
171.016     0
177.203     4.455
183.506     3.726
