dDisplacement_nm_ori     dForce
0.339     -3.8563
0.658     -2.4768
7.734     10.7536
11.498     14.4845
15.2     19.4067
22.106     33.5776
25.48     38.8133
28.812     44.488
35.898     57.6557
39.369     62.6406
42.933     69.0363
46.254     75.2126
53.181     89.1954
56.488     94.3058
60.031     99.8864
66.741     111.2043
70.238     116.0638
73.57     123.3687
80.635     136.0348
83.942     139.8911
87.315     144.4684
90.73     151.8674
97.661     163.3107
101.107     169.6438
104.495     175.0049
111.258     188.6742
114.672     193.3456
118.215     200.4311
125.008     213.9437
128.525     221.7189
131.708     226.8919
138.763     239.8088
142.142     247.1764
145.731     253.5721
149.11     259.6857
156.031     270.9096
159.353     277.2426
162.85     283.8892
169.689     298.9066
173.242     304.2678
176.585     309.3781
183.624     322.0128
187.018     328.6907
190.52     334.4908
197.483     340.4789
204.543     354.3363
207.788     359.9483
211.423     366.7203
218.257     379.7312
221.877     385.2177
225.307     391.8016
232.352     404.0287
235.725     411.5845
239.299     419.0148
246.318     429.8938
249.933     436.8539
253.327     443.5631
256.85     449.4573
263.982     462.8131
267.494     469.8358
271.068     476.451
278.031     490.2771
281.61     496.955
285.091     503.3194
292.321     517.6471
295.699     525.0147
299.371     530.9088
302.816     537.3046
310.072     552.1653
313.569     557.1188
317.209     562.2918
324.239     574.7384
327.982     582.2001
331.541     590.2262
338.827     606.6231
342.154     611.0437
345.754     622.7065
352.948     637.8493
356.671     643.0537
360.353     649.9824
363.716     657.8517
370.977     672.9632
374.581     680.2368
378.387     686.7892
385.359     698.6088
388.877     704.2208
392.615     711.6198
400.087     724.4739
403.656     731.0264
407.384     739.2719
410.829     745.8244
418.26     760.4656
421.844     767.7392
425.592     774.9501
432.684     789.8108
436.422     795.987
440.114     801.8812
447.611     816.2089
451.216     825.2068
454.759     831.1949
462.087     842.9205
465.882     848.3756
469.692     854.4579
473.24     861.9509
480.722     876.404
484.204     882.0787
487.988     890.136
495.28     906.533
499.096     913.8065
502.7     919.5752
506.449     924.9991
513.792     941.2079
517.613     948.795
521.356     954.1561
528.674     967.0416
532.412     975.8515
536.176     985.2256
543.797     998.5187
547.597     1004.3815
551.377     1010.9653
558.648     1024.1644
562.422     1032.0023
566.15     1040.8748
570.033     1050.437
577.366     1063.4166
581.217     1070.5021
584.878     1077.2113
592.458     1088.4979
596.299     1096.1164
600.135     1104.3305
607.566     1118.9717
611.484     1126.1513
615.11     1133.2681
622.833     1148.1601
626.356     1154.8694
630.243     1160.45
637.792     1177.035
641.731     1184.2772
645.536     1191.5508
649.162     1199.7336
656.777     1214.6883
660.644     1220.4884
664.604     1227.7933
672.147     1241.9329
675.932     1248.2032
679.686     1254.7557
687.476     1272.3754
691.312     1279.3981
695.251     1284.7906
702.631     1298.3972
706.497     1307.5519
710.467     1315.4525
714.447     1323.3531
725.945     1337.8376
729.73     1345.9263
733.571     1353.7015
741.367     1368.8757
745.229     1375.0207
749.08     1391.543
752.839     1399.4122
760.753     1413.8027
764.574     1421.2957
768.564     1428.9769
776.139     1447.1922
780.201     1453.9641
784.058     1461.2691
791.977     1476.3492
795.597     1481.3968
799.593     1489.3915
803.501     1496.8845
811.404     1511.5257
815.323     1520.6804
819.128     1528.7378
827.098     1540.3379
831.104     1549.2104
835.089     1557.3305
842.823     1571.7836
846.716     1578.8691
850.568     1584.5437
858.569     1604.891
862.472     1615.2057
866.581     1622.0717
870.36     1627.8717
878.289     1641.7605
882.162     1650.3509
886.229     1658.8785
893.973     1671.8581
898.031     1680.0409
901.944     1688.2864
910.063     1704.6519
913.966     1710.9536
917.916     1720.3277
921.875     1729.7959
929.815     1744.4685
933.82     1749.8296
937.775     1753.9367
945.643     1770.0828
949.72     1779.7705
