Distance_nm     Force_uN
0     -1.863
-0.119     0.324
-0.597     0.324
0.677     1.296
2.029     0.972
2.31     -1.215
2.936     -2.997
4.58     -4.374
6.605     -4.86
6.951     -2.916
6.448     -1.62
7.224     -1.782
9.041     -2.592
9.558     -2.511
9.541     -2.025
10.359     -2.349
12.231     -2.592
12.669     -1.539
12.394     -0.243
12.817     -0.162
14.675     -0.405
15.134     -0.648
15.199     -1.458
16.142     -2.025
18.173     -1.053
18.403     -0.567
18.289     -1.134
19.046     -2.916
21.369     -3.159
22.05     -2.673
21.857     -3.726
22.68     -4.941
24.905     -4.941
25.616     -3.807
25.298     -2.916
25.418     -1.458
26.851     -1.458
27.725     -1.863
27.775     -1.944
28.144     -0.567
29.614     -0.324
30.534     -0.567
30.572     -1.458
31.073     -2.106
32.952     -1.458
33.827     -1.458
33.769     -1.863
34.035     -2.349
35.844     -3.564
37.395     -3.321
37.383     -2.025
37.153     -1.701
38.625     -2.511
40.089     -3.483
40.359     -4.131
40.631     -3.483
41.949     -2.025
43.092     -0.324
42.659     0.567
42.39     -0.486
43.971     -1.458
45.768     -1.944
46.045     -2.025
46.082     -1.296
47.088     -1.053
48.645     -1.62
49.007     -1.782
49.061     -2.349
50.286     -2.187
51.975     -1.701
52.124     -2.511
52.34     -3.726
53.607     -4.779
55.662     -5.427
56.177     -4.617
55.945     -1.134
55.869     0.891
57.14     0.729
57.568     0.243
57.645     -1.215
58.813     -1.863
60.855     -1.215
61.166     -0.405
60.84     0.486
61.197     0.243
63.184     -1.215
64.246     -2.106
64.468     -2.187
64.937     -2.916
67.038     -4.05
68.035     -4.374
68.085     -4.131
68.473     -3.564
70.185     -2.511
70.731     -1.944
70.522     -0.972
70.626     -0.243
72.274     -0.972
73.338     -0.081
73.047     1.215
72.975     1.782
74.614     0.891
75.879     0
76.074     -1.377
76.726     -3.159
78.944     -3.402
80.188     -2.997
80.122     -3.645
81.895     -4.293
83.384     -3.888
83.313     -3.159
83.24     -2.673
84.574     -2.025
85.796     -1.215
85.654     -1.053
85.653     -1.782
87.258     -1.296
88.629     -0.729
88.573     -0.162
88.506     -0.405
89.866     -0.324
91.487     -0.891
91.854     -1.377
91.978     -1.377
93.063     -2.187
95.022     -3.402
95.614     -2.754
95.462     -2.268
96.402     -2.43
98.309     -1.863
98.41     -1.701
98.283     -1.944
99.153     -3.078
101.34     -3.321
101.784     -2.106
101.423     -1.296
101.971     -1.053
103.796     -0.648
104.157     -0.81
104.126     -1.053
104.812     -1.539
106.879     -1.782
107.576     -1.377
107.452     -0.729
107.785     -1.539
109.865     -2.106
110.769     -2.511
110.914     -2.43
111.282     -1.539
112.908     -2.187
113.865     -2.916
114.07     -3.726
114.723     -3.564
116.528     -2.511
117.147     -0.486
116.581     1.134
116.407     1.053
118.145     -0.324
119.597     -0.972
119.796     -1.377
120.162     -0.972
121.723     -0.972
122.95     -1.701
123.181     -2.268
123.443     -2.268
125.033     -2.025
126.326     -2.268
126.438     -3.402
