Distance_nm     Force_uN
0     3.402
-0.082     1.701
0.28     0.405
1.991     -0.567
8.771     -0.162
16.062     3.321
23.484     5.508
30.923     2.673
38.279     -1.053
45.915     -0.648
53.09     0.486
60.118     2.349
67.589     4.293
74.896     4.131
81.989     4.293
89.51     3.645
96.603     0.891
103.844     -0.567
111.299     1.134
118.343     4.941
125.617     6.237
132.776     3.159
139.622     -2.349
147.209     -4.536
154.335     -2.187
161.066     2.592
168.586     7.209
175.564     5.832
182.805     -0.405
190.343     -4.131
197.222     -3.564
204.249     1.62
211.243     6.237
218.057     5.508
225.314     2.268
232.687     1.377
239.665     2.916
247.136     2.754
254.262     1.458
261.207     -1.134
268.53     -2.916
275.492     -1.215
282.848     2.268
290.089     2.997
296.968     0.486
304.358     -0.567
311.763     0.729
318.642     2.592
325.916     4.86
333.092     5.022
340.102     3.726
347.623     1.458
354.552     1.539
361.661     5.103
369.001     5.103
375.995     2.268
383.253     0.567
390.576     -0.162
397.521     1.701
404.911     3.402
412.036     2.268
418.916     1.458
426.371     -1.053
433.447     -4.374
440.31     -3.888
447.814     -0.405
454.973     4.455
462.066     6.804
469.521     1.701
476.4     0.486
483.707     1.782
491.014     2.754
498.008     2.268
505.431     3.078
512.639     3.564
519.781     3.969
527.203     3.888
534.28     1.782
541.439     -2.025
548.96     -2.997
556.036     -1.377
563.425     -0.891
570.716     0
577.611     2.025
585.132     3.402
592.604     4.779
599.615     3.24
607.185     0.081
614.525     -1.134
628.908     1.134
636.084     3.969
643.341     6.075
650.944     7.371
657.922     7.533
665.344     4.374
672.783     -0.972
679.975     -3.078
687.364     -2.916
