Distance_nm     Force_uN
0     4.212
0.016     2.106
0.09     2.025
1.011     7.938
2.712     10.449
3.075     9.963
3.112     8.181
3.896     9.477
5.518     9.072
5.928     10.854
5.939     15.876
6.587     20.25
8.319     21.627
8.798     23.328
8.814     26.325
9.382     26.568
11.057     26.568
11.62     29.889
11.583     34.992
12.067     38.637
13.847     35.883
14.568     33.777
14.589     36.936
15.005     40.176
16.648     40.338
17.411     38.313
17.396     37.665
17.675     45.198
19.317     50.706
20.207     51.111
20.207     51.678
20.418     57.348
22.039     64.638
23.019     66.825
22.945     64.557
23.119     64.476
24.63     68.04
25.746     69.741
25.804     67.554
25.925     69.093
27.315     73.305
28.531     75.087
28.61     75.33
28.747     76.464
30.084     79.623
31.39     85.617
31.537     88.29
31.606     88.371
32.806     90.315
34.138     92.664
34.291     94.527
34.317     96.228
35.46     96.066
36.934     96.795
37.103     101.007
37.076     103.599
38.119     107.892
39.74     113.076
39.946     114.777
39.872     115.749
40.814     119.07
42.452     119.556
42.662     119.313
42.604     122.553
43.473     128.223
45.195     128.142
45.553     128.466
45.553     129.438
46.279     131.544
48.017     131.949
48.412     131.22
48.338     134.379
48.959     142.398
50.713     142.803
51.25     142.641
51.218     143.37
51.781     146.772
53.503     146.448
54.056     142.803
53.993     144.909
54.409     147.501
56.162     150.093
56.836     150.579
56.794     152.442
57.162     160.137
58.873     164.187
59.674     165.807
59.642     166.374
59.937     171.315
61.658     174.231
62.601     175.689
62.585     180.711
62.833     178.686
64.481     175.608
65.512     178.119
65.523     189.459
65.676     193.995
67.208     191.16
68.303     189.945
68.308     191.16
68.429     195.939
69.909     193.347
71.151     196.425
71.236     204.687
71.314     211.167
72.599     212.058
73.931     209.466
74.031     210.519
74.052     218.943
76.801     219.834
76.869     216.837
76.811     222.183
78.006     235.305
79.591     238.464
79.796     239.517
79.823     242.352
80.781     246.564
82.408     248.67
82.676     245.835
82.65     244.782
83.582     250.695
85.293     254.178
85.588     253.935
85.509     257.985
86.32     265.194
88.047     264.222
88.415     261.954
88.384     263.25
89.052     273.051
90.842     275.805
91.332     271.755
91.353     273.456
91.927     280.584
93.701     284.634
94.249     285.768
94.222     281.475
94.649     281.799
96.402     286.902
97.066     289.251
97.002     291.762
97.45     298.485
99.235     298.485
99.982     290.385
99.967     290.709
100.283     297.918
102.036     303.993
102.915     304.884
102.894     305.451
103.168     312.336
104.842     318.168
105.816     321.651
105.811     326.349
105.927     327.969
107.443     330.318
108.654     330.642
108.749     334.287
108.822     339.228
110.228     340.605
111.544     340.119
111.613     341.577
111.713     347.166
113.113     350.487
114.482     348.786
114.566     347.328
114.582     352.431
115.862     359.316
117.367     361.746
117.515     360.45
117.541     361.584
118.642     365.715
120.221     367.011
120.447     367.335
120.463     367.335
121.522     369.117
123.127     369.441
123.285     371.628
123.291     376.326
124.244     380.862
126.018     379.242
126.323     382.482
126.265     384.102
127.055     388.881
128.771     389.367
129.182     389.61
129.135     393.498
129.756     400.302
131.567     399.006
132.094     401.841
132.062     402.003
132.594     406.539
134.416     411.885
135.026     411.237
135.026     410.589
135.49     415.368
137.295     418.122
137.99     422.334
137.943     423.225
138.354     424.764
140.107     427.356
140.902     426.303
140.891     426.789
141.207     433.593
142.976     435.942
143.866     433.512
143.877     437.238
144.166     445.338
145.862     448.578
146.904     448.092
146.883     448.416
147.025     453.195
148.652     459.108
149.816     456.597
149.863     456.192
149.984     461.619
151.485     468.342
152.811     469.962
152.843     470.043
152.901     472.311
154.359     475.956
155.77     477.09
155.812     479.196
155.87     483.57
157.139     488.673
158.624     490.698
158.745     492.966
158.787     496.449
159.94     498.717
161.688     498.555
161.72     499.608
162.683     504.792
164.373     508.194
164.626     508.842
164.605     509.247
165.537     525.285
167.311     526.986
167.659     525.042
167.601     526.257
168.396     531.765
170.191     533.142
170.528     535.248
170.502     534.762
171.202     539.298
172.992     542.781
173.524     543.429
173.508     545.454
174.014     549.099
175.835     551.043
176.446     556.146
176.451     560.277
176.978     564.165
178.821     559.791
179.426     558.576
179.321     561.087
179.737     569.997
181.537     577.692
182.353     577.935
182.359     576.153
182.727     578.826
184.475     583.767
185.349     586.44
185.307     590.814
185.549     595.026
187.239     593.325
188.245     590.733
188.224     591.3
188.382     601.182
189.972     606.852
191.114     605.88
191.135     602.073
191.341     604.584
192.857     611.145
194.115     613.008
194.173     611.55
194.21     615.357
195.674     617.301
197.101     622.323
197.143     625.32
197.148     635.04
198.454     640.71
199.886     642.654
200.033     641.925
200.033     643.14
201.244     646.38
202.845     645.489
203.008     649.296
202.997     653.67
204.103     656.262
205.772     655.128
205.925     657.315
205.877     657.963
206.82     665.253
208.568     668.898
208.894     666.711
208.842     668.979
209.615     677.565
211.379     682.182
211.8     683.883
211.779     682.83
212.511     689.715
214.275     692.712
214.738     689.553
214.686     689.31
215.207     693.846
216.986     694.008
217.597     693.684
217.513     691.902
217.992     696.681
219.819     701.136
220.482     704.295
220.44     706.563
220.819     714.096
222.631     718.47
223.426     716.931
223.352     720.09
223.689     726.813
225.426     727.947
226.284     728.595
226.242     730.458
226.448     733.293
228.09     736.533
229.085     740.745
229.064     744.309
229.222     749.898
230.791     746.253
231.823     748.278
231.813     749.574
231.902     754.029
233.329     753.219
234.677     748.845
234.651     750.06
234.608     762.21
235.898     768.69
237.367     766.665
237.452     765.369
237.409     773.226
238.499     779.544
240.026     781.407
240.131     780.354
240.021     784.242
240.921     792.828
242.527     796.068
242.632     790.803
242.543     791.289
243.401     799.956
245.012     800.847
245.002     802.548
245.697     807.651
247.376     814.455
247.613     814.131
247.45     813.321
248.018     821.826
249.772     830.655
250.161     830.169
250.014     826.362
250.535     829.845
252.273     835.839
252.715     835.11
252.62     833.571
253.025     838.674
254.689     848.637
255.263     848.88
255.147     845.235
255.426     847.665
257.148     853.416
257.927     851.31
257.811     849.285
257.953     848.313
259.58     855.522
260.496     861.678
260.386     861.597
260.512     861.111
262.055     872.046
263.187     873.747
263.139     873.423
263.166     883.224
264.603     890.271
265.835     891.162
265.84     893.43
265.846     899.262
267.215     899.91
268.531     895.05
268.562     891.891
268.636     894.888
269.889     896.994
271.232     901.854
271.258     905.823
271.205     912.384
272.295     916.758
273.817     913.518
273.933     915.543
273.912     920.97
274.996     925.263
276.586     923.481
276.755     927.207
276.718     932.148
277.545     939.114
279.192     941.544
279.408     940.086
279.324     945.108
280.093     949.806
281.83     950.373
282.194     955.314
282.093     957.582
282.736     960.255
284.547     963.252
284.973     963.495
284.837     968.76
285.389     977.589
287.222     977.346
287.764     974.916
287.632     977.994
288.111     988.443
289.923     988.362
290.502     992.574
290.36     1001.16
290.754     1004.238
292.534     1003.752
293.234     1007.235
293.129     1011.204
293.461     1014.039
295.188     1009.503
295.993     1008.369
295.84     1008.126
296.014     1013.553
297.736     1015.173
298.752     1016.307
298.657     1021.167
298.784     1026.675
300.363     1026.756
301.406     1024.731
301.374     1026.756
301.469     1032.831
302.901     1033.479
304.112     1035.585
304.128     1036.557
304.159     1044.495
305.539     1053.243
306.865     1057.05
306.865     1058.751
306.85     1061.424
308.155     1058.427
309.619     1054.62
309.693     1058.265
309.693     1068.39
310.846     1073.088
312.383     1070.415
312.499     1069.2
312.383     1075.842
313.41     1080.297
315.079     1079.163
315.247     1081.35
315.21     1087.911
316.132     1090.098
317.78     1091.637
318.006     1092.528
317.895     1097.631
318.643     1104.03
320.444     1102.734
320.76     1102.005
320.681     1106.541
321.323     1115.289
323.087     1115.694
323.371     1114.074
323.903     1119.339
325.751     1123.713
326.251     1120.554
326.156     1122.012
326.667     1128.249
328.494     1131.894
329.084     1127.601
328.968     1125.9
329.363     1129.221
331.179     1139.427
331.842     1144.449
331.727     1143.396
332.09     1148.013
333.838     1157.571
334.638     1161.378
334.528     1161.621
334.786     1164.375
336.47     1174.257
337.444     1173.771
337.35     1170.855
337.492     1176.201
339.077     1181.547
340.13     1183.815
340.087     1182.681
340.187     1181.304
341.72     1187.298
342.931     1187.703
342.878     1185.678
342.91     1188.756
344.284     1196.856
345.61     1199.61
345.621     1199.367
345.7     1204.956
347.069     1215
348.464     1215
348.443     1209.573
348.39     1212.084
349.601     1217.025
351.191     1218.24
351.302     1215.729
351.239     1214.919
352.35     1225.611
353.971     1232.091
354.071     1227.798
354.003     1231.605
355.008     1243.269
356.704     1244.565
356.899     1238.733
356.767     1241.973
357.615     1251.126
359.394     1258.254
359.684     1253.637
359.568     1259.955
360.252     1268.217
362.132     1269.756
362.506     1264.815
362.395     1265.625
363.011     1274.049
364.791     1278.018
365.265     1280.124
365.18     1279.233
365.639     1281.906
367.439     1287.576
367.992     1287.495
367.908     1289.115
368.329     1293.084
370.119     1294.218
370.856     1295.271
370.772     1299.645
370.993     1306.854
372.641     1309.365
373.731     1310.985
373.747     1316.412
373.878     1320.867
375.405     1321.677
376.616     1325.97
376.584     1330.263
376.532     1333.422
377.927     1331.802
379.291     1332.288
379.354     1337.148
379.364     1343.709
380.691     1343.871
382.092     1340.064
382.134     1346.139
382.102     1354.239
383.271     1356.183
384.824     1354.077
384.935     1356.102
384.866     1361.367
386.004     1369.143
387.651     1370.601
387.783     1369.305
387.688     1375.785
388.641     1375.299
390.347     1376.028
390.589     1382.994
390.537     1386.234
391.405     1389.231
393.127     1388.826
393.38     1389.15
393.169     1396.521
393.901     1397.655
395.796     1399.518
396.181     1403.973
396.07     1406.565
396.713     1407.942
398.539     1408.671
398.971     1412.235
398.813     1420.821
399.345     1424.142
401.225     1424.79
401.777     1431.27
401.662     1440.666
402.035     1444.959
403.778     1444.959
404.494     1444.797
404.773     1446.984
406.505     1447.794
407.374     1445.202
407.343     1448.199
407.564     1454.922
409.249     1461.969
410.223     1462.05
410.196     1462.698
410.365     1466.748
412.018     1477.602
413.102     1478.007
413.008     1477.683
413.055     1481.652
414.635     1489.185
415.856     1489.185
415.83     1486.35
415.898     1489.509
417.404     1494.693
418.647     1497.447
418.625     1498.257
418.636     1498.095
419.936     1505.142
421.363     1508.139
421.437     1507.572
421.479     1510.488
422.716     1513.404
424.243     1515.834
424.343     1520.613
424.327     1525.797
425.444     1533.492
427.06     1538.919
427.176     1542.24
427.102     1546.857
428.187     1550.097
429.856     1549.854
430.024     1547.991
429.914     1548.072
