Distance_nm     Force_uN
0     4.455
0.197     2.916
2.65     0.972
10.055     -0.81
17.379     -0.648
24.867     0
32.289     0.81
39.349     2.511
47.051     1.296
54.588     0.972
61.698     3.078
69.12     4.131
76.213     6.399
83.586     8.586
91.205     10.206
98.282     9.639
105.556     5.022
113.093     1.539
120.252     1.62
127.575     1.782
134.882     3.483
141.794     2.916
149.315     -0.405
156.721     -2.997
163.979     -5.022
171.549     1.296
178.691     2.511
185.669     3.807
193.272     3.807
200.283     5.589
207.409     8.829
214.963     9.639
221.957     7.938
229.346     6.561
236.538     5.67
243.401     4.536
250.872     3.159
258.113     2.187
264.992     0.243
272.447     -0.567
279.639     0.972
286.666     1.701
294.089     0.567
301.231     -2.025
308.357     -3.888
315.779     -1.458
322.757     3.645
330.047     7.533
337.387     6.561
344.233     3.807
351.606     4.698
358.831     4.698
365.973     6.156
373.511     8.1
380.62     7.857
387.795     7.047
395.333     4.293
402.475     2.025
409.831     0.081
417.336     -2.268
424.149     -0.81
431.555     0.324
439.174     1.215
446.218     1.863
453.64     -0.324
460.898     -2.349
468.32     -0.405
476.186     2.754
483.526     4.86
490.767     6.399
498.42     7.614
505.414     8.505
512.771     8.262
520.571     6.885
527.829     5.265
535.317     4.779
543.002     3.159
550.326     2.511
557.978     2.268
565.302     -0.162
572.691     -2.916
580.393     -2.673
587.716     0.972
595.27     2.106
603.038     -0.405
610.262     -2.187
617.981     -0.486
625.65     2.916
632.858     8.343
640.494     9.801
648.015     8.424
655.223     8.748
662.975     7.776
670.512     5.67
677.951     2.592
685.85     2.673
693.272     4.698
701.122     4.05
708.939     2.673
716.148     0.567
723.948     -0.486
731.782     -0.729
738.957     -1.863
746.692     -2.997
754.246     -1.701
761.487     1.944
769.271     6.723
776.858     7.128
784.05     5.346
791.817     4.536
799.256     7.128
806.678     10.206
814.38     7.695
821.638     3.24
829.29     1.134
837.19     2.835
844.2     4.536
851.804     1.701
859.209     -0.243
866.631     0.891
874.169     1.296
880.587     0.486
888.24     -2.268
896.024     -2.268
903.281     1.134
910.95     3.645
918.586     4.212
925.811     3.807
941.182     5.265
948.374     8.019
956.191     6.723
963.597     4.455
971.348     4.05
979.313     7.452
986.653     4.941
994.437     1.458
1002.403     0.324
1009.627     0.972
1017.395     1.539
1025.047     0.243
1032.486     -1.944
1040.402     -1.944
1048.038     0.729
1055.575     2.187
1063.36     2.592
1070.93     4.293
1078.698     4.05
1086.498     4.374
1093.838     6.156
1101.672     6.48
1109.456     7.857
1116.96     7.209
1125.222     3.24
1132.809     2.916
1140.264     4.05
1148.426     4.374
1156.046     2.916
1163.501     -1.458
1171.466     -3.402
1178.872     -2.349
1186.36     1.215
1194.391     2.349
1201.846     0.648
1209.482     0.729
1217.069     4.293
1224.425     7.128
1232.308     6.642
1240.027     5.589
1247.581     4.536
1255.332     4.455
1262.787     4.86
1270.456     3.888
1278.355     0.567
1285.942     -0.324
1293.529     0.324
1301.593     0.891
1309.163     0.243
1317.26     -1.377
1325.011     -0.729
1332.516     0.243
1340.613     1.701
1348.413     2.511
1356.115     2.754
1364.048     4.212
1371.503     4.698
1379.254     4.536
1387.351     4.941
1394.789     4.698
1402.574     5.022
1410.572     5.508
1418.208     5.103
1426.19     5.832
1433.826     5.508
1441.544     3.078
1449.592     0.567
1457.31     0.243
1465.111     0.486
1473.306     0.567
1480.992     -0.324
1488.595     -1.053
1496.626     -1.053
1504.525     1.053
1512.392     3.888
1520.11     6.318
1527.664     7.452
1535.794     5.265
1543.693     3.078
1551.214     3.24
1559.36     4.374
1567.112     5.589
1574.748     5.103
1582.894     4.941
1590.382     3.726
1598.413     0.162
1606.51     -2.106
1614.179     -2.187
1622.342     1.377
1630.208     2.754
1637.762     1.296
1645.974     -0.081
1653.923     -0.324
1661.625     2.997
1669.804     6.156
1677.457     6.48
1685.224     5.022
1693.601     3.24
1701.27     4.455
1709.137     5.589
1717.431     4.86
1725.347     4.698
1733.46     2.754
1741.343     1.782
1748.946     2.268
1757.158     0.405
1765.157     0.162
1772.957     1.134
1781.186     3.078
1788.723     3.888
1796.771     2.43
1805.082     1.215
1812.816     1.458
1820.815     3.078
1829.125     2.835
1837.058     4.617
1845.319     4.86
1853.466     5.427
1861.513     5.346
1869.939     3.159
1877.773     3.726
1885.771     2.268
1894.197     1.053
1902.376     1.701
1910.572     1.377
1918.833     2.916
1926.683     3.888
1934.945     2.349
1943.19     2.106
1951.204     1.782
1959.647     1.053
1967.645     0.81
1975.577     1.296
1984.036     4.293
1991.952     6.075
2000.082     3.969
2008.475     4.131
2016.539     5.103
2024.833     4.779
2033.013     2.754
2041.027     0.405
2049.338     0.405
2057.418     2.835
2065.318     5.913
2073.76     4.536
2081.61     1.377
2089.609     0
2098.002     0.891
2114.327     3.402
2122.753     2.025
2130.455     1.863
2138.684     3.807
2147.011     3.807
2154.861     5.184
2163.188     4.455
2171.417     3.726
